zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,datePriceChanged,priceReduction,priceChange,unit,openHouse,open_house_info,newConstructionType,videoCount
1775077,2802 Girard Ave N,55411,Minneapolis,MN,45.008717,-93.29648,159900,2,4,2831,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,2749,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,159900,TRUE,FALSE,FALSE,USD,USA,133000,5227.2,sqft,1.66876E+12,"$10,000 (Nov 18)",-10000,,,,,
1913679,15 S 1st St #A302,55401,Minneapolis,MN,44.983067,-93.26665,335000,2,3,1250,CONDO,FOR_SALE,-1,FALSE,FALSE,171000,1995,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,335000,TRUE,FALSE,FALSE,USD,USA,246500,,,,,,# A302,,,,
61626412,2667 E Lake Of The Isles Pkwy,55408,Minneapolis,MN,44.956,-93.301605,2495000,4,4,5110,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,2325847,14472,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,2495000,TRUE,FALSE,FALSE,USD,USA,2595000,0.34,acres,1.66513E+12,"$355,000 (Oct 7)",-355000,,,,,
1791338,4048 Chicago Ave,55407,Minneapolis,MN,44.929,-93.26289,175000,1,2,890,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,175000,TRUE,FALSE,FALSE,USD,USA,206000,5227.2,sqft,1.66677E+12,"$5,000 (Oct 26)",-5000,,,,,
82650642,2750 Cedar Ave S UNIT 304,55407,Minneapolis,MN,44.95217,-93.24778,175000,1,2,914,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,175000,TRUE,FALSE,FALSE,USD,USA,170000,10018.8,sqft,,,,Unit 304,,,,
1801519,3929 Cedar Ave S,55407,Minneapolis,MN,44.931416,-93.24695,186000,1,2,1100,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1713,{'is_bankOwned': True},FALSE,FALSE,FOR_SALE,186000,TRUE,FALSE,FALSE,USD,USA,203000,4791.6,sqft,,,,,,,,
2061668630,2101 N 6th St,55411,Minneapolis,MN,45.000385,-93.2869,187000,2,7,2336,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,187000,TRUE,FALSE,FALSE,USD,USA,,0.09,sqft,1.6691E+12,$900 (Nov 22),-900,,,,,
82647860,2625 Pillsbury Ave #201,55408,Minneapolis,MN,44.954624,-93.28083,189900,1,2,820,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,189900,TRUE,FALSE,FALSE,USD,USA,186000,7405.2,sqft,1.66867E+12,"$5,100 (Nov 17)",-5100,# 201,,,,
1696929,3339 Tyler St NE,55418,Minneapolis,MN,45.028736,-93.24569,190000,2,2,856,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,190000,TRUE,FALSE,FALSE,USD,USA,178000,4791.6,sqft,1.66884E+12,"$5,000 (Nov 19)",-5000,,,,,
1790914,3825 Elliot Ave,55407,Minneapolis,MN,44.933273,-93.26087,195000,1,2,1021,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,195000,TRUE,FALSE,FALSE,USD,USA,195000,7840.8,sqft,1.66564E+12,"$5,000 (Oct 13)",-5000,,,,,
1792665,4437 14th Ave S,55407,Minneapolis,MN,44.92212,-93.25457,199900,1,1,692,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,199900,TRUE,FALSE,FALSE,USD,USA,183000,5227.2,sqft,,,,,,,,
2000824,2225 E Lake Of The Isles Pkwy,55405,Minneapolis,MN,44.959972,-93.30101,3150000,4,4,4216,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,2934100,14744,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,3150000,TRUE,FALSE,FALSE,USD,USA,2072000,0.33,acres,1.66081E+12,,-230000,,,,,
1790266,3909 15th Ave S,55407,Minneapolis,MN,44.931984,-93.25332,216000,2,3,1706,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1989,{'is_bankOwned': True},FALSE,FALSE,FOR_SALE,216000,TRUE,FALSE,FALSE,USD,USA,311000,4791.6,sqft,,,,,,,,
1928217,2413 S 9th St,55406,Minneapolis,MN,44.963753,-93.23688,219990,1,2,1024,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,219990,TRUE,FALSE,FALSE,USD,USA,147500,2178,sqft,1.66789E+12,"$10,010 (Nov 8)",-10010,,,,,
67877917,111 E Franklin Ave APT 105,55404,Minneapolis,MN,44.96259,-93.27591,220000,1,2,983,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,220000,TRUE,FALSE,FALSE,USD,USA,230000,1.73,acres,,,,Apt 105,,,,
1804594,1100 24th Ave NE,55418,Minneapolis,MN,45.01199,-93.24355,220000,2,3,1142,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,220000,TRUE,FALSE,FALSE,USD,USA,216000,3484.8,sqft,1.66876E+12,"$30,000 (Nov 18)",-30000,,,,,
1793287,2650 Quincy St NE,55418,Minneapolis,MN,45.016613,-93.25116,229000,1,2,720,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,229000,TRUE,FALSE,FALSE,USD,USA,229000,6969.6,sqft,1.66928E+12,"$10,000 (Nov 24)",-10000,,,,,
1873695,5720 44th Ave S,55417,Minneapolis,MN,44.89926,-93.210556,235000,2,4,1200,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,235000,TRUE,FALSE,FALSE,USD,USA,251000,5227.2,sqft,1.66962E+12,"$14,700 (Nov 28)",-14700,,,,,
303911748,6121 Penn Ave S,55419,Minneapolis,MN,44.89176,-93.308266,249900,1,4,2000,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_comingSoon': True},FALSE,FALSE,FOR_SALE,249900,TRUE,FALSE,FALSE,USD,USA,20800,0.29,acres,,,,,,,,
1763871,2610 Upton Ave N,55411,Minneapolis,MN,45.006386,-93.31424,249900,2,3,1352,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,249900,TRUE,FALSE,FALSE,USD,USA,201000,0.12,sqft,,,,,,,,
2061460503,610 E 47th St,55407,Minneapolis,MN,44.91807,-93.2669,249900,1,3,1218,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,249900,TRUE,FALSE,FALSE,USD,USA,,3049.2,sqft,1.66582E+12,"$20,000 (Oct 15)",-20000,,,,,
1829131,4631 Wentworth Ave,55419,Minneapolis,MN,44.918446,-93.280174,250000,2,3,1352,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,250000,TRUE,FALSE,FALSE,USD,USA,302000,6098.4,sqft,1.66867E+12,"$25,000 (Nov 17)",-25000,,,,,
1800869,4022 27th Ave S,55406,Minneapolis,MN,44.929703,-93.23375,250000,1,2,1162,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,250000,TRUE,FALSE,FALSE,USD,USA,236000,5227.2,sqft,1.66824E+12,"$20,000 (Nov 12)",-20000,,,,,
1861903,5356 44th Ave S,55417,Minneapolis,MN,44.905514,-93.2105,250000,1,3,1628,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,250000,TRUE,FALSE,FALSE,USD,USA,213000,4791.6,sqft,,,,,,,,
2061090808,400 N 1st St APT 605,55401,Minneapolis,MN,44.987404,-93.27126,250000,1,1,713,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,250000,TRUE,FALSE,FALSE,USD,USA,,,,,,,Apt 605,,,,
1749399,4021 45th St E,55406,Minneapolis,MN,44.921295,-93.21456,260000,1,2,1494,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,260000,TRUE,FALSE,FALSE,USD,USA,259000,4791.6,sqft,,,,,,,,
67876476,2700 W 44th St APT 112,55410,Minneapolis,MN,44.923378,-93.313675,262000,2,2,1000,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,262000,TRUE,FALSE,FALSE,USD,USA,233500,0.85,acres,1.66685E+12,"$6,000 (Oct 27)",-6000,Apt 112,,,,
82643724,521 7th St S #418,55415,Minneapolis,MN,44.973312,-93.2647,275000,1,1,1021,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,275000,TRUE,FALSE,FALSE,USD,USA,265000,0.63,acres,,,,# 418,,,,
1775026,2642 Emerson Ave N,55411,Minneapolis,MN,45.007256,-93.29395,275000,1,2,2480,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_comingSoon': True},FALSE,FALSE,FOR_SALE,275000,TRUE,FALSE,FALSE,USD,USA,235000,5227.2,sqft,,,,,,,,
1840227,1419 Emerson Ave N,55411,Minneapolis,MN,44.993732,-93.29454,275000,2,4,1728,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,275000,TRUE,FALSE,FALSE,USD,USA,210000,7405.2,sqft,1.66815E+12,"$25,000 (Nov 11)",-25000,,,,,
61622542,4808 Humboldt Ave N,55430,Minneapolis,MN,45.042557,-93.298836,275000,2,2,1460,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,275000,TRUE,FALSE,FALSE,USD,USA,230500,4791.6,sqft,,,,,,,,
1887008,6141 Vincent Ave S,55410,Minneapolis,MN,44.891132,-93.31592,280000,2,3,1480,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,280000,TRUE,FALSE,FALSE,USD,USA,295000,10018.8,sqft,,,,,,,,
2070058701,1726 Kenwood Pkwy #100,55405,Minneapolis,MN,44.967335,-93.306915,1299000,3,3,3229,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,1016300,3504,{'is_newHome': True},FALSE,FALSE,FOR_SALE,1299000,TRUE,FALSE,FALSE,USD,USA,,10018.8,sqft,,,,# 100,,,NEW_CONSTRUCTION_TYPE_OTHER,
1991871,2928 Dean Pkwy APT 3D,55416,Minneapolis,MN,44.950024,-93.31742,285000,2,2,1075,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,285000,TRUE,FALSE,FALSE,USD,USA,234000,0.47,acres,1.66418E+12,"$14,000 (Sep 26)",-14000,Apt 3D,,,,
1851132,1523 Sheridan Ave N,55411,Minneapolis,MN,44.99481,-93.312416,295000,3,3,2156,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,295000,TRUE,FALSE,FALSE,USD,USA,227000,5227.2,sqft,1.66608E+12,"$5,000 (Oct 18)",-5000,,,,,
29618938,2602 Portland Ave,55407,Minneapolis,MN,44.95531,-93.26809,295000,2,4,1786,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,295000,TRUE,FALSE,FALSE,USD,USA,225000,1.84,acres,,,,,,,,
1782369,4319 Pleasant Ave,55409,Minneapolis,MN,44.92436,-93.28272,299999,1,3,1577,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,299999,TRUE,FALSE,FALSE,USD,USA,302000,5227.2,sqft,1.66755E+12,"$15,001 (Nov 4)",-15001,,,,,
1803912,2820 Polk St NE,55418,Minneapolis,MN,45.01936,-93.24606,300000,2,5,1980,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,300000,TRUE,FALSE,FALSE,USD,USA,343000,8276.4,sqft,,,,,,,,
1921054,1034 14th Ave SE,55414,Minneapolis,MN,44.988853,-93.23166,300000,2,4,1892,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,300000,TRUE,FALSE,FALSE,USD,USA,372000,5227.2,sqft,1.66876E+12,"$25,000 (Nov 18)",-25000,,,,,
88846092,748 3rd St N #505,55401,Minneapolis,MN,44.987904,-93.278885,300000,1,2,833,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,300000,TRUE,FALSE,FALSE,USD,USA,303000,,,,,,# 505,,,,
1812662,623 Fillmore St NE,55413,Minneapolis,MN,44.99579,-93.24188,313500,2,2,1449,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,313500,TRUE,FALSE,FALSE,USD,USA,309000,4791.6,sqft,1.66694E+12,"$11,500 (Oct 28)",-11500,,,,,
1951365,900 Lincoln Ave #6,55403,Minneapolis,MN,44.964638,-93.2909,314000,3,2,1442,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,314000,TRUE,FALSE,FALSE,USD,USA,314000,,,,,,# 6,,,,
1897169,5841 Fremont Ave S,55419,Minneapolis,MN,44.896626,-93.295586,319000,1,3,2080,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,319000,TRUE,FALSE,FALSE,USD,USA,281000,5227.2,sqft,,,,,,,,
1804659,1007 24th Ave NE,55418,Minneapolis,MN,45.012375,-93.245056,325000,2,3,2030,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,325000,TRUE,FALSE,FALSE,USD,USA,291000,0.07,sqft,1.6685E+12,"$4,900 (Nov 15)",-4900,,,,,
1861529,5117 38th Ave S,55417,Minneapolis,MN,44.91013,-93.21738,325000,1,3,1274,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,325000,TRUE,FALSE,FALSE,USD,USA,291000,5662.8,sqft,,,,,,,,
1791677,4320 11th Ave S,55407,Minneapolis,MN,44.9244,-93.2591,325000,2,3,1409,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,325000,TRUE,FALSE,FALSE,USD,USA,288000,5227.2,sqft,1.66659E+12,"$25,000 (Oct 24)",-25000,,,,,
2060841565,6024-6026 15th Ave S,55417,Minneapolis,MN,44.91531,-93.253654,325000,2,2,1209,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,325000,TRUE,FALSE,FALSE,USD,USA,,6534,sqft,,,,,,,,
2061443157,2501 W 60th St,55410,Minneapolis,MN,44.89408,-93.31141,339000,2,3,1755,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,339000,TRUE,FALSE,FALSE,USD,USA,,5662.8,sqft,1.66755E+12,"$11,000 (Nov 4)",-11000,,,,,
1912779,6133 15th Ave S,55423,Minneapolis,MN,44.891277,-93.25379,345000,2,3,1873,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,345000,TRUE,FALSE,FALSE,USD,USA,257000,6534,sqft,1.66807E+12,"$20,000 (Nov 10)",-20000,,,,,
1906058,5836 Clinton Ave,55419,Minneapolis,MN,44.89664,-93.27282,349000,2,3,1600,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,349000,TRUE,FALSE,FALSE,USD,USA,340000,0.29,sqft,1.66616E+12,"$20,000 (Oct 19)",-20000,,,,,
1812783,610 Taylor St NE,55413,Minneapolis,MN,44.995472,-93.24381,349900,3,3,1684,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,349900,TRUE,FALSE,FALSE,USD,USA,149000,871.2,sqft,,,,,,,,
1792098,4432 Park Ave,55407,Minneapolis,MN,44.922085,-93.265526,350000,2,3,1961,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,350000,TRUE,FALSE,FALSE,USD,USA,317000,5662.8,sqft,1.66625E+12,"$25,000 (Oct 20)",-25000,,,,,
1791154,3816 Columbus Ave,55407,Minneapolis,MN,44.93358,-93.2641,359900,2,4,2144,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,359900,TRUE,FALSE,FALSE,USD,USA,295000,4791.6,sqft,,,,,,,,
1969049,172 Bedford St SE,55414,Minneapolis,MN,44.963146,-93.209366,360000,2,3,1369,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,360000,TRUE,FALSE,FALSE,USD,USA,359000,9583.2,sqft,1.66815E+12,"$15,000 (Nov 11)",-15000,,,,,
1837245,4952 Logan Ave S,55419,Minneapolis,MN,44.912594,-93.303955,360000,2,4,1503,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,360000,TRUE,FALSE,FALSE,USD,USA,490000,5227.2,sqft,1.66807E+12,"$40,000 (Nov 10)",-40000,,,,,
82649794,1701 Madison St NE UNIT 128,55413,Minneapolis,MN,45.005573,-93.2532,364900,2,2,1056,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,364900,TRUE,FALSE,FALSE,USD,USA,301000,4356,sqft,,,,Unit 128,,,,
1913555,202 2nd St NE,55413,Minneapolis,MN,44.989746,-93.25988,365999,1,2,1232,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,365999,TRUE,FALSE,FALSE,USD,USA,375000,,,,,,,,,,
67875594,2341 River Pointe Ln,55411,Minneapolis,MN,45.00336,-93.27699,375000,4,3,2423,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,375000,TRUE,FALSE,FALSE,USD,USA,380000,,,1.66694E+12,"$25,000 (Oct 28)",-25000,,,,,
1711354,3223 Harriet Ave,55408,Minneapolis,MN,44.94399,-93.285225,375000,2,4,1735,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,375000,TRUE,FALSE,FALSE,USD,USA,368000,5227.2,sqft,1.66685E+12,"$25,000 (Oct 27)",-25000,,,,,
1805140,2254 McKinley St NE,55418,Minneapolis,MN,45.011257,-93.22852,375000,1,4,1731,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,375000,TRUE,FALSE,FALSE,USD,USA,318000,0.12,sqft,1.66815E+12,"$10,000 (Nov 11)",-10000,,,,,
1697708,3001 Lincoln St NE,55418,Minneapolis,MN,45.022415,-93.23802,379000,2,3,2002,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,379000,TRUE,FALSE,FALSE,USD,USA,332000,7405.2,sqft,,,,,,,,
1887498,1216 Washburn Ave N,55411,Minneapolis,MN,44.9907,-93.31682,389999,2,3,2174,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1900,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,389999,TRUE,FALSE,FALSE,USD,USA,344000,7840.8,sqft,1.66815E+12,"$10,000 (Nov 11)",-10000,,,,,
1874095,5552 32nd Ave S,55417,Minneapolis,MN,44.90188,-93.22621,393400,2,4,2107,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,393400,TRUE,FALSE,FALSE,USD,USA,293000,6534,sqft,1.66945E+12,"$2,000 (Nov 26)",-2000,,,,,
1759648,3845 Upton Ave S,55410,Minneapolis,MN,44.932472,-93.31498,399000,2,3,1932,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1580,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,399000,TRUE,FALSE,FALSE,USD,USA,395000,6969.6,sqft,1.66841E+12,"$50,900 (Nov 14)",-50900,,,,,
1968717,41 Arthur Ave SE,55414,Minneapolis,MN,44.9689,-93.21584,400000,2,3,2292,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,400000,TRUE,FALSE,FALSE,USD,USA,365000,4356,sqft,1.66755E+12,"$25,000 (Nov 4)",-25000,,,,,
2060952441,4723 E 45th St,55406,Minneapolis,MN,44.921413,-93.205154,400000,2,3,1704,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,400000,TRUE,FALSE,FALSE,USD,USA,,4791.6,sqft,,,,,,,,
1968941,20 Melbourne Ave SE,55414,Minneapolis,MN,44.965786,-93.21027,400000,2,4,1715,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,400000,TRUE,FALSE,FALSE,USD,USA,370000,6534,sqft,1.66625E+12,"$25,000 (Oct 20)",-25000,,,,,
2060824871,1503 Franklin Ave SE #S,55404,Minneapolis,MN,44.96484,-93.21739,410000,3,2,1721,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,410000,TRUE,FALSE,FALSE,USD,USA,,4.76,acres,,,,# S,,,,
71817939,720 N 4th St UNIT 206,55401,Minneapolis,MN,44.986553,-93.27917,419900,2,2,1074,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,419900,TRUE,FALSE,FALSE,USD,USA,321000,0,sqft,,,,Unit 206,,,,
2089152020,401 N 2nd St UNIT 209,55401,Minneapolis,MN,44.986294,-93.27336,439900,2,2,1309,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,439900,TRUE,FALSE,FALSE,USD,USA,,2.01,sqft,1.66841E+12,"$10,100 (Nov 14)",-10100,Unit 209,,,,
2074215729,2719 Humboldt Ave S APT 5E,55408,Minneapolis,MN,44.952995,-93.29908,469000,2,2,1785,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,469000,TRUE,FALSE,FALSE,USD,USA,,10454.4,sqft,,,,Apt 5E,,,,
1772084,911 45th St W,55419,Minneapolis,MN,44.92118,-93.29139,475000,2,2,1622,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,475000,TRUE,FALSE,FALSE,USD,USA,368000,4356,sqft,,,,,,,,
1977738,2832 43rd Ave S,55406,Minneapolis,MN,44.95087,-93.21185,475000,2,4,1520,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,475000,TRUE,FALSE,FALSE,USD,USA,397000,5227.2,sqft,1.6691E+12,"$25,000 (Nov 22)",-25000,,,,,
1781668,3821 Lyndale Ave S,55409,Minneapolis,MN,44.933376,-93.28782,475000,2,3,2094,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_comingSoon': True},FALSE,FALSE,FOR_SALE,475000,TRUE,FALSE,FALSE,USD,USA,346000,4791.6,sqft,,,,,,,,
2000447,2546 Dupont Ave S,55405,Minneapolis,MN,44.955986,-93.2935,489900,3,6,3100,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,489900,TRUE,FALSE,FALSE,USD,USA,575000,5227.2,sqft,1.66392E+12,"$5,100 (Sep 23)",-5100,,,,,
1717302,3236 Emerson Ave S,55408,Minneapolis,MN,44.94352,-93.294876,499900,3,4,2060,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,499900,TRUE,FALSE,FALSE,USD,USA,498500,0.12,sqft,,,,,,,,
2001933,2707 Fremont Ave S,55408,Minneapolis,MN,44.953392,-93.295334,545000,4,6,2530,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,545000,TRUE,FALSE,FALSE,USD,USA,491000,5227.2,sqft,1.66703E+12,"$10,000 (Oct 29)",-10000,,,,,
1802547,4253 27th Ave S,55406,Minneapolis,MN,44.925255,-93.23305,549900,2,4,2332,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,549900,TRUE,FALSE,FALSE,USD,USA,439500,7405.2,sqft,,,,,,,,
64450474,601 Marquette Ave APT 301,55402,Minneapolis,MN,44.976864,-93.26998,575000,2,2,1849,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,575000,TRUE,FALSE,FALSE,USD,USA,595000,0,sqft,1.6615E+12,,-75000,Apt 301,,,,
1793240,820 26th Ave NE,55418,Minneapolis,MN,45.014755,-93.2498,580000,3,3,1734,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1175,{'is_newHome': True},FALSE,FALSE,FOR_SALE,580000,TRUE,FALSE,FALSE,USD,USA,10400,5662.8,sqft,,,,,,,BUILDER_SPEC,
1725959,3740 48th Ave S,55406,Minneapolis,MN,44.9345,-93.20552,595000,2,3,2554,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,595000,TRUE,FALSE,FALSE,USD,USA,515000,7405.2,sqft,1.66452E+12,"$45,000 (Sep 30)",-45000,,,,,
