zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,datePriceChanged,priceReduction,priceChange,unit,openHouse,open_house_info,newConstructionType,videoCount
1830521,5200 Hampshire Dr,55419,Minneapolis,MN,44.908707,-93.270004,649900,2,4,2170,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,641900,2094,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,649900,TRUE,FALSE,FALSE,USD,USA,615000,0.29,acres,,,,,,,,
88841772,2900 University Ave SE APT 409,55414,Minneapolis,MN,44.970657,-93.21541,259000,2,2,1023,CONDO,FOR_SALE,-1,FALSE,FALSE,251000,2295,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,259000,TRUE,FALSE,FALSE,USD,USA,237000,0.65,acres,,,,Apt 409,,,,
1977745,2804 43rd Ave S,55406,Minneapolis,MN,44.951637,-93.21186,524900,2,4,2140,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,516800,2400,{'is_comingSoon': True},FALSE,FALSE,FOR_SALE,524900,TRUE,FALSE,FALSE,USD,USA,406000,5227.2,sqft,,,,,,,,
1836474,4644 Lyndale Ave S,55419,Minneapolis,MN,44.918217,-93.28876,374900,2,3,1778,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,366800,2195,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,374900,TRUE,FALSE,FALSE,USD,USA,428000,0.11,sqft,1.6672E+12,"$24,100 (Oct 31)",-24100,,,,,
61624211,221 1st Ave NE APT 6,55413,Minneapolis,MN,44.98977,-93.257935,715000,4,3,2270,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,706837,3747,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,715000,TRUE,FALSE,FALSE,USD,USA,661000,1742.4,sqft,1.66469E+12,"$20,000 (Oct 2)",-20000,Apt 6,,,,
1705133,3416 10th Ave S,55407,Minneapolis,MN,44.94073,-93.26041,485000,2,3,2311,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,476600,2299,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,485000,TRUE,FALSE,FALSE,USD,USA,405000,5227.2,sqft,,,,,,,,
1717138,3140 Bryant Ave S APT 4,55408,Minneapolis,MN,44.945156,-93.29103,193000,1,1,750,CONDO,FOR_SALE,-1,FALSE,FALSE,184600,1325,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,193000,TRUE,FALSE,FALSE,USD,USA,189000,,,,,,Apt 4,,,,
88839993,929 Portland Ave APT 501,55404,Minneapolis,MN,44.97114,-93.26569,425000,2,2,1200,CONDO,FOR_SALE,-1,FALSE,FALSE,416400,2165,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,425000,TRUE,FALSE,FALSE,USD,USA,322000,1.02,acres,,,,Apt 501,,,,
1977356,2716 41st Ave S,55406,Minneapolis,MN,44.95313,-93.21441,269900,1,1,1364,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,261300,1898,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,269900,TRUE,FALSE,FALSE,USD,USA,319000,5227.2,sqft,,,,,,,,
61621269,3327 Humboldt Ave S #B,55408,Minneapolis,MN,44.94203,-93.300514,475000,2,3,2061,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,466400,1900,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,475000,TRUE,FALSE,FALSE,USD,USA,424000,5227.2,sqft,1.66271E+12,"$40,000 (Sep 9)",-40000,# B,,,,
1760772,4231 Abbott Ave S,55410,Minneapolis,MN,44.925774,-93.32232,594900,2,2,2326,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,586300,1849,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,594900,TRUE,FALSE,FALSE,USD,USA,491000,5662.8,sqft,,,,,,,,
1977271,2917 34th Ave S,55406,Minneapolis,MN,44.94957,-93.22257,299999,1,2,1129,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,291300,1494,"{'is_openHouse': True, 'is_comingSoon': True}",FALSE,FALSE,FOR_SALE,299999,TRUE,FALSE,FALSE,USD,USA,240000,4791.6,sqft,,,,,Sat. 11am-1pm,"{'open_house_showing': [{'open_house_start': 1670094000000, 'open_house_end': 1670101200000}]}",,
1698044,3206 McKinley St NE,55418,Minneapolis,MN,45.026142,-93.22852,275000,1,3,1574,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,266300,1494,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,275000,TRUE,FALSE,FALSE,USD,USA,248000,5227.2,sqft,,,,,,,,
1897811,916 Newton Ave N,55411,Minneapolis,MN,44.98749,-93.30539,284900,2,3,1710,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,275900,2398,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,284900,TRUE,FALSE,FALSE,USD,USA,233000,5227.2,sqft,,,,,,,,
1836912,4904 Dupont Ave S,55419,Minneapolis,MN,44.913887,-93.293785,695000,3,4,2736,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,686000,2300,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,695000,TRUE,FALSE,FALSE,USD,USA,573000,5227.2,sqft,,,,,,,,
1748654,4408 34th Ave S,55406,Minneapolis,MN,44.92293,-93.22332,269900,1,1,768,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,260800,995,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,269900,TRUE,FALSE,FALSE,USD,USA,188000,5662.8,sqft,,,,,,,,
1717459,3217 Dupont Ave S,55408,Minneapolis,MN,44.9441,-93.29287,474900,4,6,3000,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,465700,2094,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,474900,TRUE,FALSE,FALSE,USD,USA,453000,5662.8,sqft,1.66253E+12,"$25,000 (Sep 7)",-25000,,,,,
1738144,3608 44th Ave S,55406,Minneapolis,MN,44.93751,-93.21057,399900,3,3,2413,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,390582,2275,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,399900,TRUE,FALSE,FALSE,USD,USA,390000,5227.2,sqft,1.66919E+12,"$30,000 (Nov 23)",-30000,,,,,
58625387,315 W River Pkwy APT 105,55401,Minneapolis,MN,44.987934,-93.26796,849900,4,3,2105,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,840446,4332,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,849900,TRUE,FALSE,FALSE,USD,USA,738000,,,,,,Apt 105,,,,
1711030,3340 Portland Ave,55407,Minneapolis,MN,44.9418,-93.26809,330000,2,4,2004,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,320500,2411,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,330000,TRUE,FALSE,FALSE,USD,USA,222000,5227.2,sqft,1.66867E+12,"$10,000 (Nov 17)",-10000,,,,,
1697261,3223 Fillmore St NE,55418,Minneapolis,MN,45.026463,-93.24186,419000,2,4,1712,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,409422,1998,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,419000,TRUE,FALSE,FALSE,USD,USA,292000,10018.8,sqft,1.66841E+12,"$10,000 (Nov 14)",-10000,,,,,
1839846,1418 Morgan Ave N,55411,Minneapolis,MN,44.99368,-93.30409,325000,3,5,2609,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,315400,1994,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,325000,TRUE,FALSE,FALSE,USD,USA,130000,5227.2,sqft,,,,,,,,
1895483,5644 Fremont Ave S,55419,Minneapolis,MN,44.90011,-93.296295,450000,3,5,3031,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,440400,2600,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,450000,TRUE,FALSE,FALSE,USD,USA,406000,8712,sqft,,,,,,,,
67876992,111 4th Ave N APT 506,55401,Minneapolis,MN,44.986526,-93.27141,685000,2,2,2010,CONDO,FOR_SALE,-1,FALSE,FALSE,675400,3964,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,685000,TRUE,FALSE,FALSE,USD,USA,608500,0.79,acres,,,,Apt 506,,,,
1898295,241 Humboldt Ave N,55405,Minneapolis,MN,44.979355,-93.298546,439900,4,6,2779,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,430200,1525,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,439900,TRUE,FALSE,FALSE,USD,USA,235000,5227.2,sqft,1.6685E+12,"$35,100 (Nov 15)",-35100,,,,,
1951308,1924 Colfax Ave S,55403,Minneapolis,MN,44.963448,-93.292175,725000,4,8,3372,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,715200,3460,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,725000,TRUE,FALSE,FALSE,USD,USA,510000,6969.6,sqft,,,,,,,,
1839824,1423 Morgan Ave N,55411,Minneapolis,MN,44.99379,-93.30481,210000,1,3,1345,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,200000,1825,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,210000,TRUE,FALSE,FALSE,USD,USA,154000,5227.2,sqft,,,,,,,,
1847469,4636 Zenith Ave S,55410,Minneapolis,MN,44.91852,-93.321815,459000,3,3,1156,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,448900,1931,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,459000,TRUE,FALSE,FALSE,USD,USA,391000,5662.8,sqft,,,,,,,,
1704532,3248 17th Ave S,55407,Minneapolis,MN,44.943188,-93.25033,279900,2,4,2653,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,269500,2375,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,279900,TRUE,FALSE,FALSE,USD,USA,318000,5227.2,sqft,,,,,,,,
71818704,250 Park Ave UNIT 506,55415,Minneapolis,MN,44.977085,-93.259605,309900,1,2,1145,CONDO,FOR_SALE,-1,FALSE,FALSE,298900,1996,{'is_comingSoon': True},FALSE,FALSE,FOR_SALE,309900,TRUE,FALSE,FALSE,USD,USA,336000,,,,,,Unit 506,,,,
71822407,525 3rd St N #113,55401,Minneapolis,MN,44.98552,-93.2771,450000,2,2,1201,CONDO,FOR_SALE,-1,FALSE,FALSE,438859,2234,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,450000,TRUE,FALSE,FALSE,USD,USA,490500,1.99,acres,1.66815E+12,"$25,000 (Nov 11)",-25000,# 113,,,,
1860356,3621 E Minnehaha Pkwy,55417,Minneapolis,MN,44.915905,-93.219345,424900,3,4,2203,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,413700,2394,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,424900,TRUE,FALSE,FALSE,USD,USA,373000,6969.6,sqft,1.66824E+12,"$25,000 (Nov 12)",-25000,,,,,
1848105,5008 York Ave S,55410,Minneapolis,MN,44.912064,-93.32049,534900,3,3,2154,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,523400,2696,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,534900,TRUE,FALSE,FALSE,USD,USA,507000,5227.2,sqft,1.66867E+12,"$30,000 (Nov 17)",-30000,,,,,
1912582,6025 Elliot Ave,55417,Minneapolis,MN,44.89339,-93.26126,470000,3,4,2612,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,458364,2712,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,470000,TRUE,FALSE,FALSE,USD,USA,431000,6098.4,sqft,1.66876E+12,"$9,900 (Nov 18)",-9900,,,,,
2000396,2316 Fremont Ave S,55405,Minneapolis,MN,44.959507,-93.29602,574900,2,5,2560,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,562900,2795,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,574900,TRUE,FALSE,FALSE,USD,USA,536000,5227.2,sqft,1.66409E+12,"$25,099 (Sep 25)",-25099,,,,,
1969072,1915 Sharon Ave SE,55414,Minneapolis,MN,44.962917,-93.21185,594900,4,9,3475,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,582700,3494,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,594900,TRUE,FALSE,FALSE,USD,USA,444000,5227.2,sqft,1.66902E+12,"$5,000 (Nov 21)",-5000,,,,,
1802021,2310 43rd St E,55406,Minneapolis,MN,44.925354,-93.23781,695000,3,4,3541,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,681400,3495,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,695000,TRUE,FALSE,FALSE,USD,USA,617000,6534,sqft,1.66668E+12,"$5,000 (Oct 25)",-5000,,,,,
1761674,4508 Vincent Ave S,55410,Minneapolis,MN,44.921143,-93.31673,425000,1,2,964,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,410900,1500,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,425000,TRUE,FALSE,FALSE,USD,USA,415000,5662.8,sqft,1.66755E+12,"$15,000 (Nov 4)",-15000,,,,,
1710597,3028 Portland Ave,55407,Minneapolis,MN,44.947342,-93.26817,285000,2,4,3560,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,270700,2295,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,285000,TRUE,FALSE,FALSE,USD,USA,209000,0.11,sqft,,,,,,,,
1897339,6000 Fremont Ave S,55419,Minneapolis,MN,44.894188,-93.29631,650000,3,5,2800,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,635100,2394,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,650000,TRUE,FALSE,FALSE,USD,USA,355000,6098.4,sqft,1.66807E+12,"$39,900 (Nov 10)",-39900,,,,,
1725890,3428 Edmund Blvd,55406,Minneapolis,MN,44.94069,-93.20476,725000,2,3,2100,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,708100,3862,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,725000,TRUE,FALSE,FALSE,USD,USA,621000,0.18,sqft,1.66807E+12,"$10,000 (Nov 10)",-10000,,,,,
71822425,525 3rd St N #312,55401,Minneapolis,MN,44.98552,-93.2771,750000,2,2,1865,CONDO,FOR_SALE,-1,FALSE,FALSE,732525,4027,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,750000,TRUE,FALSE,FALSE,USD,USA,655000,,,1.66807E+12,"$49,000 (Nov 10)",-49000,# 312,,,,
2016941,2608 Chicago Ave,55407,Minneapolis,MN,44.95513,-93.262985,450000,2,9,3600,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,432200,2999,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,450000,TRUE,FALSE,FALSE,USD,USA,323000,6098.4,sqft,1.66841E+12,"$25,000 (Nov 14)",-25000,,,,,
1811348,4709 28th Ave S,55406,Minneapolis,MN,44.917587,-93.23176,649000,5,7,3658,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,631100,3750,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,649000,TRUE,FALSE,FALSE,USD,USA,709000,0.12,sqft,1.66798E+12,"$50,000 (Nov 9)",-50000,,,,,
1759098,4041 Morrill Ln,55406,Minneapolis,MN,44.929394,-93.206245,539900,2,4,2492,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,520900,2475,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,539900,TRUE,FALSE,FALSE,USD,USA,440000,6098.4,sqft,1.66876E+12,"$10,000 (Nov 18)",-10000,,,,,
1920041,5445 25th Ave S,55417,Minneapolis,MN,44.903954,-93.23578,409900,2,4,1801,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,387300,2250,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,409900,TRUE,FALSE,FALSE,USD,USA,358000,5227.2,sqft,,,,,,,,
1944590,1715 Stevens Ave APT 15,55403,Minneapolis,MN,44.965748,-93.27495,135000,1,1,491,CONDO,FOR_SALE,-1,FALSE,FALSE,110900,999,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,135000,TRUE,FALSE,FALSE,USD,USA,116000,9583.2,sqft,,,,Apt 15,,,,
1837259,4841 E Lake Harriet Pkwy,55419,Minneapolis,MN,44.915436,-93.302666,3000000,5,6,5676,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,2975000,14910,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,3000000,TRUE,FALSE,FALSE,USD,USA,2113000,0.42,acres,1.66141E+12,,25000,,,,,
71819209,52 Groveland Ter #A203,55403,Minneapolis,MN,44.96883,-93.29103,199900,1,1,750,CONDO,FOR_SALE,-1,FALSE,FALSE,174700,1231,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,199900,TRUE,FALSE,FALSE,USD,USA,162000,,,,,,# A203,,,,
1990810,2500 Upton Ave S,55405,Minneapolis,MN,44.95777,-93.31406,1350000,4,4,4334,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,1323200,6671,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1350000,TRUE,FALSE,FALSE,USD,USA,1489000,8276.4,sqft,,,,,,,,
1950844,1912 Irving Ave S,55403,Minneapolis,MN,44.96388,-93.29981,1350000,5,5,5521,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,1323100,6630,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1350000,TRUE,FALSE,FALSE,USD,USA,1219000,6534,sqft,1.6602E+12,,-100000,,,,,
1728749,3646 Russell Ave N,55412,Minneapolis,MN,45.021904,-93.31047,244900,2,4,1381,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,217700,1739,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,244900,TRUE,FALSE,FALSE,USD,USA,187000,5376,sqft,,,,,,,,
124755628,715 25th Ave N,55411,Minneapolis,MN,45.004646,-93.28884,279000,3,5,2400,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,250500,2499,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,279000,TRUE,FALSE,FALSE,USD,USA,135000,1742.4,sqft,1.66928E+12,"$6,000 (Nov 24)",-6000,,,,,
2061922097,1111 W River Pkwy #8E,55415,Minneapolis,MN,,,1290000,2,2,1864,CONDO,FOR_SALE,-1,FALSE,FALSE,1261284,2999,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1290000,TRUE,FALSE,FALSE,USD,USA,,,,1.66876E+12,"$85,000 (Nov 18)",-85000,# 8E,,,,
1991285,2811 France Ave S,55416,Minneapolis,MN,44.95092,-93.32839,1000000,3,3,3010,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,970588,4531,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1000000,TRUE,FALSE,FALSE,USD,USA,603000,5662.8,sqft,1.66634E+12,,75000,,,,,
1830420,121 Elmwood Pl E,55419,Minneapolis,MN,44.90982,-93.27564,750000,5,5,5234,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,719700,3930,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,750000,TRUE,FALSE,FALSE,USD,USA,788000,0.35,acres,1.66841E+12,"$24,900 (Nov 14)",-24900,,,,,
1960337,2003 Sheridan Ave S,55405,Minneapolis,MN,44.963093,-93.31253,1174000,5,5,4884,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,1141900,6040,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1174000,TRUE,FALSE,FALSE,USD,USA,1012000,8276.4,sqft,1.66668E+12,"$25,000 (Oct 25)",-25000,,,,,
1803267,2837 Ulysses St NE,55418,Minneapolis,MN,45.019768,-93.23548,364900,2,3,2185,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,332600,1849,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,364900,TRUE,FALSE,FALSE,USD,USA,327000,5227.2,sqft,1.66694E+12,,37900,,,,,
1759604,3821 Washburn Ave S,55410,Minneapolis,MN,44.933323,-93.31731,1850000,6,5,4865,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,1816600,9047,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1850000,TRUE,FALSE,FALSE,USD,USA,1577000,9147.6,sqft,,,,,,,,
1968991,173 Seymour Ave SE,55414,Minneapolis,MN,44.9637,-93.212395,375000,1,3,2704,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,340400,1900,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,375000,TRUE,FALSE,FALSE,USD,USA,274000,6534,sqft,,,,,,,,
1860199,4848 32nd Ave S,55417,Minneapolis,MN,44.914543,-93.22601,400000,2,3,1590,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,360600,2199,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,400000,TRUE,FALSE,FALSE,USD,USA,315000,4356,sqft,,,,,,,,
1849735,2519 Thomas Ave N,55411,Minneapolis,MN,45.00558,-93.31369,249900,2,3,1318,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,210200,1450,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,249900,TRUE,FALSE,FALSE,USD,USA,184000,0.12,sqft,,,,,,,,
64465418,750 2nd St S #404,55401,Minneapolis,MN,44.97852,-93.2567,1368000,3,3,2754,CONDO,FOR_SALE,-1,FALSE,FALSE,1326545,7438,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1368000,TRUE,FALSE,FALSE,USD,USA,930000,,,1.66772E+12,"$7,000 (Nov 6)",-7000,# 404,,,,1
1705559,3633 Portland Ave,55407,Minneapolis,MN,44.93654,-93.26716,400000,3,3,2490,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,358500,2250,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,400000,TRUE,FALSE,FALSE,USD,USA,347000,6098.4,sqft,,,,,,,,
1898070,530 Penn Ave N,55405,Minneapolis,MN,44.983627,-93.30795,359900,2,6,1994,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,313700,2439,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,359900,TRUE,FALSE,FALSE,USD,USA,199000,4791.6,sqft,,,,,,,,
1760355,3805 France Ave S,55416,Minneapolis,MN,44.93375,-93.32867,474900,1,2,1606,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,425300,1450,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,474900,TRUE,FALSE,FALSE,USD,USA,450000,6534,sqft,,,,,,,,
1818286,4745 Bloomington Ave,55407,Minneapolis,MN,44.91655,-93.25201,399000,2,3,1805,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,325400,2100,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,399000,TRUE,FALSE,FALSE,USD,USA,303000,4791.6,sqft,,,,,,,,
88839759,1820 1st Ave S APT 205,55403,Minneapolis,MN,44.96442,-93.27696,79900,1,0,500,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,79900,TRUE,FALSE,FALSE,USD,USA,82000,9583.2,sqft,1.66867E+12,"$2,100 (Nov 17)",-2100,Apt 205,,,,
1914715,117 Portland Ave APT 702,55401,Minneapolis,MN,44.979465,-93.25848,1995000,3,2,3010,CONDO,FOR_SALE,-1,FALSE,FALSE,1914800,9623,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,1995000,TRUE,FALSE,FALSE,USD,USA,2415000,,,1.66107E+12,,-200000,Apt 702,,,,
1762547,3326 Thomas Ave N,55412,Minneapolis,MN,45.015873,-93.31297,85900,1,1,1106,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1350,{'is_bankOwned': True},FALSE,FALSE,FOR_SALE,85900,TRUE,FALSE,FALSE,USD,USA,160000,5227.2,sqft,,,,,,,,
1991015,20 Park Ln,55416,Minneapolis,MN,44.956158,-93.319725,3395000,5,4,4098,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,3299700,16342,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,3395000,TRUE,FALSE,FALSE,USD,USA,2592000,10454.4,sqft,,,,,,,,
82643358,3120 Hennepin Ave UNIT 6,55408,Minneapolis,MN,44.9457,-93.29868,99900,1,1,640,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,99900,TRUE,FALSE,FALSE,USD,USA,124000,0.27,acres,1.66798E+12,"$5,000 (Nov 9)",-5000,Unit 6,,,,
1944589,1715 Stevens Ave APT 14,55403,Minneapolis,MN,44.965748,-93.27495,114500,1,1,504,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,114500,TRUE,FALSE,FALSE,USD,USA,119000,9583.2,sqft,1.66841E+12,$500 (Nov 14),-500,Apt 14,,,,
82644250,1928 Aldrich Ave S #B205,55403,Minneapolis,MN,44.96342,-93.289925,115000,1,1,450,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,115000,TRUE,FALSE,FALSE,USD,USA,101000,0.73,acres,,,,# B205,,,,
1718803,4225 Bryant Ave N,55412,Minneapolis,MN,45.032406,-93.290955,119900,2,2,1896,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,119900,TRUE,FALSE,FALSE,USD,USA,200000,0.27,acres,,,,,,,,
1913749,15 S 1st St APT A616,55401,Minneapolis,MN,44.98314,-93.26676,119900,1,1,474,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,119900,TRUE,FALSE,FALSE,USD,USA,95000,3.83,acres,1.6691E+12,"$2,000 (Nov 22)",-2000,Apt A616,,,,
1830939,2200 Lyndale Ave N,55411,Minneapolis,MN,45.001644,-93.28757,125000,2,4,4098,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1354,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,125000,TRUE,FALSE,FALSE,USD,USA,189000,7405.2,sqft,1.66798E+12,"$10,000 (Nov 9)",-10000,,,,,
2061251294,330 E 18th St #3306,55404,Minneapolis,MN,,,129900,1,2,856,CONDO,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,129900,TRUE,FALSE,FALSE,USD,USA,,500,sqft,1.66737E+12,"$20,000 (Nov 2)",-20000,# 3306,,,,
2000999,2615 Newton Ave S,55405,Minneapolis,MN,44.95805,-93.30586,2495000,6,5,5604,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,2360800,11928,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,2495000,TRUE,FALSE,FALSE,USD,USA,1754000,7405.2,sqft,1.66392E+12,"$100,000 (Sep 23)",-100000,,,,,1
2016264,2222 13th Ave S,55404,Minneapolis,MN,44.960056,-93.256454,150000,2,3,916,MULTI_FAMILY,FOR_SALE,-1,FALSE,FALSE,,1500,{'is_foreclosure': True},FALSE,FALSE,FOR_SALE,150000,TRUE,FALSE,FALSE,USD,USA,211500,3484.8,sqft,,,,,,,,
