zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,datePriceChanged,priceReduction,priceChange,providerListingID,newConstructionType,unit,videoCount,openHouse,open_house_info
249236301,4299 Corn Silk Ln,55129,Woodbury,MN,44.88612,-92.9531,399000,4,4,2345,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,399000,TRUE,FALSE,FALSE,USD,USA,346100,1742.4,sqft,1.67E+12,"$10,990 (Oct 15)",-10990,,,,,,
2070124350,1635 Regatta Alco,55125,Saint Paul,MN,,,404000,2,4,2236,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,404000,TRUE,FALSE,FALSE,USD,USA,,0.28,acres,1.67E+12,"$1,000 (Nov 17)",-1000,,,,,,
333958545,11341 Brookview Dr,55129,Woodbury,MN,44.934456,-92.87424,409990,3,3,1983,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,2382,{'is_newHome': True},FALSE,FALSE,FOR_SALE,409990,TRUE,FALSE,FALSE,USD,USA,119500,2613.6,sqft,1.67E+12,"$69,010 (Nov 6)",-69010,,NEW_CONSTRUCTION_TYPE_OTHER,,,,
2275815,8585 Dale Rd,55129,Woodbury,MN,44.87597,-92.93203,425000,2,2,1652,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,425000,TRUE,FALSE,FALSE,USD,USA,287200,1.5,acres,,,,,,,,,
2225586,1516 Glenbeigh Ct,55125,Woodbury,MN,44.926243,-92.93828,425000,3,2,2285,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,425000,TRUE,FALSE,FALSE,USD,USA,309800,3049.2,sqft,,,,,,,,,
2210869,10458 Kilbirnie Rd,55129,Woodbury,MN,44.935516,-92.893974,450000,4,4,2721,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,450000,TRUE,FALSE,FALSE,USD,USA,369700,0.25,acres,,,,,,,,,
249235469,5034 Dale Ridge Rd,55129,Woodbury,MN,44.875164,-92.91655,450000,2,3,1816,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,2215,{'is_newHome': True},FALSE,FALSE,FOR_SALE,450000,TRUE,FALSE,FALSE,USD,USA,119000,6098.4,sqft,1.67E+12,"$15,000 (Oct 21)",-15000,,BUILDER_SPEC,,,,
299618637,3311 Mulberry Bay,55129,Woodbury,MN,44.900864,-92.87579,489900,2,2,1455,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,489900,TRUE,FALSE,FALSE,USD,USA,119800,10454.4,sqft,1.67E+12,"$10,000 (Oct 27)",-10000,,NEW_CONSTRUCTION_TYPE_OTHER,,,,
299618664,3263 Mulberry Bay,55129,Woodbury,MN,44.901463,-92.87737,489900,3,3,2210,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,2409,{'is_newHome': True},FALSE,FALSE,FOR_SALE,489900,TRUE,FALSE,FALSE,USD,USA,114800,6969.6,sqft,1.67E+12,"$10,000 (Nov 23)",-10000,,NEW_CONSTRUCTION_TYPE_OTHER,,,,
2218985,1965 Century Ave S,55125,Woodbury,MN,44.920444,-92.9836,515000,,,,LOT,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,515000,TRUE,FALSE,FALSE,USD,USA,259400,1.5,acres,,,,,,,,,
2251570,3121 Copper Oaks Trl,55125,Woodbury,MN,44.901848,-92.95245,519999,4,5,2774,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,519999,TRUE,FALSE,FALSE,USD,USA,350100,0.27,acres,,,,,,,,,
2218986,1905 Century Ave S,55125,Woodbury,MN,44.92078,-92.98373,525000,,,,LOT,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,525000,TRUE,FALSE,FALSE,USD,USA,279400,1.7,acres,,,,,,,,,
2060625962,4646 Benjamin Dr,55129,Saint Paul,MN,44.89127,-92.951645,529990,2,2,1785,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,529990,TRUE,FALSE,FALSE,USD,USA,,7405.2,sqft,,,,,BUILDER_SPEC,,,,
249235470,5198 Sundial Ln,55129,Woodbury,MN,44.874916,-92.92311,535000,3,3,2820,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,535000,TRUE,FALSE,FALSE,USD,USA,135000,6969.6,sqft,1.67E+12,"$15,000 (Oct 26)",-15000,,,,,,
2062368263,4714 Martingale Dr,55129,Saint Paul,MN,,,536990,3,4,2271,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,536990,TRUE,FALSE,FALSE,USD,USA,,0.33,acres,1.67E+12,,4490,,BUILDER_SPEC,,,,
72624438,10849 Falling Water Ln UNIT C,55129,Woodbury,MN,44.922115,-92.885315,565000,3,3,3000,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,565000,TRUE,FALSE,FALSE,USD,USA,412500,,,1.67E+12,"$30,000 (Oct 31)",-30000,,,Unit C,,,
2067857645,4698 Stable View Dr,55129,Saint Paul,MN,44.881664,-92.9397,574990,3,4,2439,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,574990,TRUE,TRUE,FALSE,USD,USA,,10454.4,sqft,1.67E+12,"$5,000 (Nov 23)",-5000,10318119,BUILDER_SPEC,,,,
2065502813,839 Spancil Hill Dr,55129,Saint Paul,MN,44.93631,-92.877144,596990,3,4,2439,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,596990,TRUE,TRUE,FALSE,USD,USA,,9583.2,sqft,1.67E+12,"$3,000 (Nov 26)",-3000,29374346,BUILDER_SPEC,,,,
59742253,2810 White Eagle Dr,55129,Woodbury,MN,44.91037,-92.885994,599000,4,4,4121,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,599000,TRUE,FALSE,FALSE,USD,USA,500500,10454.4,sqft,1.66E+12,"$20,900 (Sep 27)",-20900,,,,,,
101672154,2896 Liberty Trl,55129,Woodbury,MN,44.907417,-92.87168,599000,4,5,3425,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,599000,TRUE,FALSE,FALSE,USD,USA,416700,8276.4,sqft,1.67E+12,"$16,000 (Oct 21)",-16000,,,,,,
2071501545,9960 Ambrose Alco,55129,Saint Paul,MN,,,599900,2,2,1592,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,599900,TRUE,FALSE,FALSE,USD,USA,,0.36,acres,1.65E+12,,9000,,BUILDER_SPEC,,,,
2060825940,10232 Arrowwood Path,55129,Saint Paul,MN,,,599900,3,3,2758,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,599900,TRUE,FALSE,FALSE,USD,USA,,0.21,sqft,1.67E+12,"$17,000 (Nov 23)",-17000,,BUILDER_SPEC,,,Sat. 12-2pm,"{'open_house_showing': [{'open_house_start': 1670097600000, 'open_house_end': 1670104800000}, {'open_house_start': 1670184000000, 'open_house_end': 1670191200000}, {'open_house_start': 1670702400000, 'open_house_end': 1670709600000}, {'open_house_start': 1670788800000, 'open_house_end': 1670796000000}, {'open_house_start': 1671307200000, 'open_house_end': 1671314400000}, {'open_house_start': 1671393600000, 'open_house_end': 1671400800000}, {'open_house_start': 1671912000000, 'open_house_end': 1671919200000}, {'open_house_start': 1671998400000, 'open_house_end': 1672005600000}, {'open_house_start': 1672516800000, 'open_house_end': 1672524000000}, {'open_house_start': 1672603200000, 'open_house_end': 1672610400000}, {'open_house_start': 1673121600000, 'open_house_end': 1673128800000}, {'open_house_start': 1673208000000, 'open_house_end': 1673215200000}, {'open_house_start': 1673726400000, 'open_house_end': 1673733600000}, {'open_house_start': 1673812800000, 'open_house_end': 1673820000000}, {'open_house_start': 1674331200000, 'open_house_end': 1674338400000}, {'open_house_start': 1674417600000, 'open_house_end': 1674424800000}, {'open_house_start': 1674936000000, 'open_house_end': 1674943200000}, {'open_house_start': 1675022400000, 'open_house_end': 1675029600000}]}"
2067876995,7690 Oak Hill Rd,55129,Saint Paul,MN,,,599990,2,2,1785,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,3598,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,599990,TRUE,FALSE,FALSE,USD,USA,,8276.4,sqft,1.67E+12,"$75,094 (Nov 5)",-75094,,BUILDER_SPEC,,,Mon. 11am-6pm,"{'open_house_showing': [{'open_house_start': 1669662000000, 'open_house_end': 1669687200000}, {'open_house_start': 1669921200000, 'open_house_end': 1669946400000}, {'open_house_start': 1670007600000, 'open_house_end': 1670032800000}, {'open_house_start': 1670094000000, 'open_house_end': 1670119200000}, {'open_house_start': 1670180400000, 'open_house_end': 1670205600000}, {'open_house_start': 1670266800000, 'open_house_end': 1670292000000}, {'open_house_start': 1670526000000, 'open_house_end': 1670551200000}, {'open_house_start': 1670612400000, 'open_house_end': 1670637600000}, {'open_house_start': 1670698800000, 'open_house_end': 1670724000000}, {'open_house_start': 1670785200000, 'open_house_end': 1670810400000}, {'open_house_start': 1670871600000, 'open_house_end': 1670896800000}, {'open_house_start': 1671130800000, 'open_house_end': 1671156000000}, {'open_house_start': 1671217200000, 'open_house_end': 1671242400000}, {'open_house_start': 1671303600000, 'open_house_end': 1671328800000}, {'open_house_start': 1671390000000, 'open_house_end': 1671415200000}, {'open_house_start': 1671476400000, 'open_house_end': 1671501600000}, {'open_house_start': 1671735600000, 'open_house_end': 1671760800000}, {'open_house_start': 1671822000000, 'open_house_end': 1671847200000}, {'open_house_start': 1672081200000, 'open_house_end': 1672106400000}, {'open_house_start': 1672340400000, 'open_house_end': 1672365600000}, {'open_house_start': 1672426800000, 'open_house_end': 1672452000000}]}"
2060828747,10331 McGregor Blvd,55129,Saint Paul,MN,44.88138,-92.898026,605295,3,3,2390,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,605295,TRUE,TRUE,FALSE,USD,USA,,0.27,acres,,,,29757284,BUILDER_SPEC,,,,
101675707,1355 Whistler Point Rd,55129,Woodbury,MN,44.930065,-92.884636,625000,4,5,3983,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,625000,TRUE,FALSE,FALSE,USD,USA,510600,0.34,acres,1.67E+12,"$25,000 (Nov 2)",-25000,,,,,,
119334056,11521 Wagon Wheel Way,55129,Woodbury,MN,44.89523,-92.87286,625000,4,4,3601,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,625000,TRUE,FALSE,FALSE,USD,USA,473400,9147.6,sqft,,,,,,,,,
2062980028,800 Spancil Hill Dr,55129,Saint Paul,MN,44.937645,-92.87758,644165,3,4,2680,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,644165,TRUE,TRUE,FALSE,USD,USA,,8276.4,sqft,1.67E+12,,4000,29374346,BUILDER_SPEC,,,,
2067702924,Arrowwood Path,55129,Saint Paul,MN,44.880745,-92.91031,649900,3,4,2196,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,3396,{'is_newHome': True},FALSE,FALSE,FOR_SALE,649900,TRUE,FALSE,FALSE,USD,USA,,0.21,sqft,1.67E+12,,22000,,BUILDER_SPEC,,,,
2066678536,8314 Yearling Dr,55129,Saint Paul,MN,44.88094,-92.93947,649990,4,5,2786,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,649990,TRUE,TRUE,FALSE,USD,USA,,8276.4,sqft,1.67E+12,"$47,000 (Nov 4)",-47000,28658130,BUILDER_SPEC,,,,
2069523384,968 Spancil Hill Dr,55129,Saint Paul,MN,,,652990,3,4,2680,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,652990,TRUE,FALSE,FALSE,USD,USA,,0.29,acres,1.65E+12,,-2000,,BUILDER_SPEC,,,,
101661534,1659 Headwaters Ln,55129,Woodbury,MN,44.92471,-92.87589,654900,4,6,4119,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,654900,TRUE,FALSE,FALSE,USD,USA,541800,0.38,acres,,,,,,,,,
240363292,4853 Sunflower Bay,55129,Woodbury,MN,44.87978,-92.91898,664000,2,2,1595,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,664000,TRUE,FALSE,FALSE,USD,USA,200000,9583.2,sqft,1.66E+12,,26000,,NEW_CONSTRUCTION_TYPE_OTHER,,,,
2063187280,10226 Arrowwood Trl,55129,Saint Paul,MN,44.880074,-92.895645,664900,4,5,2995,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,664900,TRUE,FALSE,FALSE,USD,USA,,0.23,sqft,1.67E+12,"$10,000 (Oct 27)",-10000,,BUILDER_SPEC,,,Fri. 12-2pm,"{'open_house_showing': [{'open_house_start': 1670011200000, 'open_house_end': 1670018400000}, {'open_house_start': 1670097600000, 'open_house_end': 1670104800000}, {'open_house_start': 1670184000000, 'open_house_end': 1670191200000}, {'open_house_start': 1670616000000, 'open_house_end': 1670623200000}, {'open_house_start': 1670702400000, 'open_house_end': 1670709600000}, {'open_house_start': 1670788800000, 'open_house_end': 1670796000000}, {'open_house_start': 1671220800000, 'open_house_end': 1671228000000}, {'open_house_start': 1671307200000, 'open_house_end': 1671314400000}, {'open_house_start': 1671393600000, 'open_house_end': 1671400800000}, {'open_house_start': 1671825600000, 'open_house_end': 1671832800000}, {'open_house_start': 1671912000000, 'open_house_end': 1671919200000}, {'open_house_start': 1671998400000, 'open_house_end': 1672005600000}, {'open_house_start': 1672430400000, 'open_house_end': 1672437600000}, {'open_house_start': 1672516800000, 'open_house_end': 1672524000000}, {'open_house_start': 1672603200000, 'open_house_end': 1672610400000}, {'open_house_start': 1673035200000, 'open_house_end': 1673042400000}, {'open_house_start': 1673121600000, 'open_house_end': 1673128800000}, {'open_house_start': 1673208000000, 'open_house_end': 1673215200000}, {'open_house_start': 1673640000000, 'open_house_end': 1673647200000}, {'open_house_start': 1673726400000, 'open_house_end': 1673733600000}, {'open_house_start': 1673812800000, 'open_house_end': 1673820000000}, {'open_house_start': 1674244800000, 'open_house_end': 1674252000000}, {'open_house_start': 1674331200000, 'open_house_end': 1674338400000}, {'open_house_start': 1674417600000, 'open_house_end': 1674424800000}, {'open_house_start': 1674849600000, 'open_house_end': 1674856800000}, {'open_house_start': 1674936000000, 'open_house_end': 1674943200000}, {'open_house_start': 1675022400000, 'open_house_end': 1675029600000}, {'open_house_start': 1675454400000, 'open_house_end': 1675461600000}, {'open_house_start': 1675540800000, 'open_house_end': 1675548000000}, {'open_house_start': 1675627200000, 'open_house_end': 1675634400000}, {'open_house_start': 1676059200000, 'open_house_end': 1676066400000}, {'open_house_start': 1676145600000, 'open_house_end': 1676152800000}, {'open_house_start': 1676232000000, 'open_house_end': 1676239200000}, {'open_house_start': 1676664000000, 'open_house_end': 1676671200000}, {'open_house_start': 1676750400000, 'open_house_end': 1676757600000}, {'open_house_start': 1676836800000, 'open_house_end': 1676844000000}, {'open_house_start': 1677268800000, 'open_house_end': 1677276000000}, {'open_house_start': 1677355200000, 'open_house_end': 1677362400000}, {'open_house_start': 1677441600000, 'open_house_end': 1677448800000}]}"
2068372230,8315 Yearling Trl,55129,Saint Paul,MN,44.881443,-92.93936,674990,3,4,2682,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,674990,TRUE,TRUE,FALSE,USD,USA,,7840.8,sqft,1.67E+12,,35000,28658130,BUILDER_SPEC,,,Sat. 11:30am-3pm,"{'open_house_showing': [{'open_house_start': 1670095800000, 'open_house_end': 1670108400000}, {'open_house_start': 1670182200000, 'open_house_end': 1670194800000}, {'open_house_start': 1670700600000, 'open_house_end': 1670713200000}, {'open_house_start': 1670787000000, 'open_house_end': 1670799600000}, {'open_house_start': 1671305400000, 'open_house_end': 1671318000000}, {'open_house_start': 1671391800000, 'open_house_end': 1671404400000}, {'open_house_start': 1671910200000, 'open_house_end': 1671922800000}, {'open_house_start': 1671996600000, 'open_house_end': 1672009200000}, {'open_house_start': 1672515000000, 'open_house_end': 1672527600000}, {'open_house_start': 1672601400000, 'open_house_end': 1672614000000}, {'open_house_start': 1673119800000, 'open_house_end': 1673132400000}, {'open_house_start': 1673206200000, 'open_house_end': 1673218800000}, {'open_house_start': 1673724600000, 'open_house_end': 1673737200000}]}"
2066880846,4173 Gable Ct,55129,Saint Paul,MN,,,679900,3,3,3163,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,679900,TRUE,FALSE,FALSE,USD,USA,,9583.2,sqft,1.67E+12,"$20,000 (Oct 28)",-20000,,BUILDER_SPEC,,,,
2060623224,772 Spancil Hill Dr,55129,Saint Paul,MN,44.938526,-92.87802,684365,4,4,3280,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,684365,TRUE,FALSE,FALSE,USD,USA,,8712,sqft,,,,,BUILDER_SPEC,,,,
2061249686,5026 Airlake Draw,55125,Saint Paul,MN,,,699000,3,4,2436,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,699000,TRUE,FALSE,FALSE,USD,USA,,8712,sqft,1.67E+12,,50000,,BUILDER_SPEC,,,,
240363398,5282 Porchlight Vw,55129,Woodbury,MN,44.871162,-92.909386,699900,4,5,3357,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,3772,{'is_newHome': True},FALSE,FALSE,FOR_SALE,699900,TRUE,FALSE,FALSE,USD,USA,135000,8712,sqft,1.65E+12,,-59268,,BUILDER_SPEC,,,,
2271040,6635 Orchard Ridge Trl,55129,Woodbury,MN,44.86241,-92.97018,699900,4,4,3113,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,699900,TRUE,FALSE,FALSE,USD,USA,459500,5.4,acres,,,,,,,,,
2060892084,10274 Arrowwood Path,55129,Saint Paul,MN,44.880074,-92.895645,699900,4,5,3120,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,699900,TRUE,FALSE,FALSE,USD,USA,,9147.6,sqft,,,,,BUILDER_SPEC,,,,
2066523873,4177 Gable Ln,55129,Saint Paul,MN,,,699900,3,3,3314,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,699900,TRUE,FALSE,FALSE,USD,USA,,8712,sqft,1.66E+12,"$20,000 (Sep 24)",-20000,,BUILDER_SPEC,,,,
2067091699,786 Spancil Hill Dr,55129,Saint Paul,MN,44.937706,-92.87753,708880,4,4,3328,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,708880,TRUE,TRUE,FALSE,USD,USA,,8276.4,sqft,1.67E+12,"$4,000 (Nov 12)",-4000,29374346,BUILDER_SPEC,,,,
2068875426,4053 Salem Dr W,55129,Saint Paul,MN,44.888973,-92.91441,725000,3,3,3725,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,725000,TRUE,FALSE,FALSE,USD,USA,,3,acres,1.67E+12,"$24,900 (Nov 12)",-24900,,,,,,
2065574075,4785 Stable View Dr,55129,Saint Paul,MN,44.87958,-92.93951,735605,4,4,3328,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,735605,TRUE,TRUE,FALSE,USD,USA,,7840.8,sqft,,,,10318119,BUILDER_SPEC,,,,
316355836,4836 Sonoma Rd,55129,Woodbury,MN,44.879906,-92.903915,749900,4,4,3926,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,749900,TRUE,FALSE,FALSE,USD,USA,114800,0.27,acres,1.66E+12,"$14,100 (Sep 29)",-14100,,BUILDER_SPEC,,,,
2061249834,5028 Airlake Draw,55125,Saint Paul,MN,,,759000,4,4,2860,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,759000,TRUE,FALSE,FALSE,USD,USA,,0.5,acres,1.67E+12,,60000,,BUILDER_SPEC,,,,
240363396,5286 Porchlight Vw,55129,Woodbury,MN,44.87116,-92.90989,759900,4,5,3884,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,4423,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,759900,TRUE,FALSE,FALSE,USD,USA,135000,8276.4,sqft,1.67E+12,"$15,000 (Nov 19)",-15000,,BUILDER_SPEC,,,Sat. 12-4pm,"{'open_house_showing': [{'open_house_start': 1670097600000, 'open_house_end': 1670112000000}, {'open_house_start': 1671912000000, 'open_house_end': 1671926400000}, {'open_house_start': 1671998400000, 'open_house_end': 1672012800000}, {'open_house_start': 1672516800000, 'open_house_end': 1672531200000}]}"
2063243860,8365 Yearling Trl,55129,Saint Paul,MN,44.881588,-92.93588,774990,4,4,4826,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,774990,TRUE,TRUE,FALSE,USD,USA,,7840.8,sqft,1.67E+12,"$40,505 (Nov 16)",-40505,28658130,BUILDER_SPEC,,,Sat. 11:30am-3pm,"{'open_house_showing': [{'open_house_start': 1670095800000, 'open_house_end': 1670108400000}, {'open_house_start': 1670182200000, 'open_house_end': 1670194800000}, {'open_house_start': 1670700600000, 'open_house_end': 1670713200000}, {'open_house_start': 1670787000000, 'open_house_end': 1670799600000}, {'open_house_start': 1671305400000, 'open_house_end': 1671318000000}, {'open_house_start': 1671391800000, 'open_house_end': 1671404400000}, {'open_house_start': 1671910200000, 'open_house_end': 1671922800000}, {'open_house_start': 1671996600000, 'open_house_end': 1672009200000}, {'open_house_start': 1672515000000, 'open_house_end': 1672527600000}, {'open_house_start': 1672601400000, 'open_house_end': 1672614000000}, {'open_house_start': 1673119800000, 'open_house_end': 1673132400000}, {'open_house_start': 1673206200000, 'open_house_end': 1673218800000}, {'open_house_start': 1673724600000, 'open_house_end': 1673737200000}]}"
2060884752,10291 Duval Rd,55129,Saint Paul,MN,,,780000,3,4,3290,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,780000,TRUE,FALSE,FALSE,USD,USA,,10454.4,sqft,,,,,BUILDER_SPEC,,,,
240362751,4895 Sunflower Bay,55129,Woodbury,MN,44.879253,-92.9193,788000,3,3,2677,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,788000,TRUE,FALSE,FALSE,USD,USA,200000,0.3,acres,1.66E+12,,31000,,NEW_CONSTRUCTION_TYPE_OTHER,,,,
2063070467,4145 Gable Ct,55129,Saint Paul,MN,,,799900,3,4,3320,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,799900,TRUE,FALSE,FALSE,USD,USA,,10454.4,sqft,1.67E+12,"$50,000 (Oct 28)",-50000,,BUILDER_SPEC,,,,
2067013720,9615 Iron Horse Rd,55129,Saint Paul,MN,,,875000,5,5,4037,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,,{'is_newHome': True},FALSE,FALSE,FOR_SALE,875000,TRUE,FALSE,FALSE,USD,USA,,0.25,acres,1.67E+12,,25000,,BUILDER_SPEC,,,,
2075206381,10261 Arrowwood Trl,55129,Saint Paul,MN,,,899900,5,5,3821,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,4967,{'is_newHome': True},FALSE,FALSE,FOR_SALE,899900,TRUE,FALSE,FALSE,USD,USA,,0.3,sqft,1.65E+12,,50000,,BUILDER_SPEC,,,,
2065401715,4090 Arbor Dr,55110,Saint Paul,MN,44.889664,-92.9584,929900,5,6,4665,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,,5097,"{'is_newHome': True, 'is_openHouse': True}",FALSE,FALSE,FOR_SALE,929900,TRUE,FALSE,FALSE,USD,USA,,9583.2,sqft,1.67E+12,"$20,000 (Oct 20)",-20000,,BUILDER_SPEC,,,Thu. 12:30-4:30pm,"{'open_house_showing': [{'open_house_start': 1669926600000, 'open_house_end': 1669941000000}, {'open_house_start': 1670013000000, 'open_house_end': 1670027400000}, {'open_house_start': 1670099400000, 'open_house_end': 1670113800000}, {'open_house_start': 1670185800000, 'open_house_end': 1670200200000}, {'open_house_start': 1670531400000, 'open_house_end': 1670545800000}, {'open_house_start': 1670617800000, 'open_house_end': 1670632200000}, {'open_house_start': 1670704200000, 'open_house_end': 1670718600000}, {'open_house_start': 1670790600000, 'open_house_end': 1670805000000}, {'open_house_start': 1671136200000, 'open_house_end': 1671150600000}, {'open_house_start': 1671222600000, 'open_house_end': 1671237000000}, {'open_house_start': 1671309000000, 'open_house_end': 1671323400000}, {'open_house_start': 1671395400000, 'open_house_end': 1671409800000}, {'open_house_start': 1671741000000, 'open_house_end': 1671755400000}, {'open_house_start': 1671827400000, 'open_house_end': 1671841800000}, {'open_house_start': 1671913800000, 'open_house_end': 1671928200000}, {'open_house_start': 1672000200000, 'open_house_end': 1672014600000}, {'open_house_start': 1672345800000, 'open_house_end': 1672360200000}, {'open_house_start': 1672432200000, 'open_house_end': 1672446600000}]}"
