zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,datePriceChanged,priceReduction,priceChange,unit,openHouse,open_house_info
82642515,8341 Lyndale Ave S APT 321,55420,Bloomington,MN,44.852077,-93.28717,187000,1,2,1003,CONDO,FOR_SALE,-1,FALSE,FALSE,185500,1594,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,187000,TRUE,FALSE,FALSE,USD,USA,168300,3.78,acres,,,,Apt 321,,
71817474,2201 Village Ln #A208,55431,Bloomington,MN,44.818813,-93.30767,269000,2,2,1300,CONDO,FOR_SALE,-1,FALSE,FALSE,266482,1799,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,269000,TRUE,FALSE,FALSE,USD,USA,266300,,,1.66677E+12,"$10,900 (Oct 26)",-10900,# A208,,
1725147,3701 Towndale Ct,55431,Bloomington,MN,44.854733,-93.32788,310000,4,3,2562,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,307100,1305,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,310000,TRUE,FALSE,FALSE,USD,USA,,2178,sqft,,,,,,
1721063,11172 Xavier Ct,55437,Bloomington,MN,44.801617,-93.35454,275000,2,2,1552,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,271200,1745,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,275000,TRUE,FALSE,FALSE,USD,USA,232100,7840.8,sqft,1.66815E+12,"$10,000 (Nov 11)",-10000,,,
1979235,10449 Utah Rd,55438,Bloomington,MN,44.81329,-93.384476,400000,2,4,1954,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,395900,2199,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,400000,TRUE,FALSE,FALSE,USD,USA,303500,9583.2,sqft,1.66452E+12,,6000,,,
1770707,8620 Dupont Ave S,55420,Bloomington,MN,44.847057,-93.29396,160000,1,3,1220,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,155100,1963,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,160000,TRUE,FALSE,FALSE,USD,USA,127300,0.36,acres,1.66867E+12,"$10,000 (Nov 17)",-10000,,,
1840339,8203 Norman Creek Trl,55437,Bloomington,MN,44.857376,-93.35806,525000,3,3,2650,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,520100,2908,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,525000,TRUE,FALSE,FALSE,USD,USA,432300,3049.2,sqft,,,,,,
1789726,9043 15th Ave S,55425,Bloomington,MN,44.838943,-93.25386,359900,2,4,1923,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,354800,2300,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,359900,TRUE,FALSE,FALSE,USD,USA,282100,0.26,acres,,,,,,
1716779,8224 Colfax Ave S,55420,Bloomington,MN,44.85421,-93.292656,339900,2,4,2112,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,334750,2094,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,339900,TRUE,FALSE,FALSE,USD,USA,263400,10018.8,sqft,1.66711E+12,"$10,000 (Oct 30)",-10000,,,
1951785,5321 Highpointe Ter,55437,Bloomington,MN,44.82755,-93.35113,199900,1,2,1088,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,194600,1649,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,199900,TRUE,FALSE,FALSE,USD,USA,171500,0.77,acres,1.66902E+12,"$10,000 (Nov 21)",-10000,,,
1979870,10643 Zinran Cir,55438,Bloomington,MN,44.809742,-93.39075,399900,2,4,1960,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,394400,2199,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,399900,TRUE,FALSE,FALSE,USD,USA,319700,0.29,acres,1.6685E+12,"$10,100 (Nov 15)",-10100,,,
1957735,3011 Overlook Dr,55431,Bloomington,MN,44.798935,-93.31893,744900,4,4,4070,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,739400,3743,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,744900,TRUE,FALSE,FALSE,USD,USA,549200,0.42,acres,1.66625E+12,"$5,000 (Oct 20)",-5000,,,
1817765,9801 Chicago Ave S,55420,Bloomington,MN,44.826,-93.26296,269900,1,2,1106,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,264300,1699,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,269900,TRUE,FALSE,FALSE,USD,USA,279300,0.25,acres,,,,,,
1951526,5712 Hyland Courts Dr,55437,Bloomington,MN,44.829006,-93.35552,279900,2,2,1632,TOWNHOUSE,FOR_SALE,-1,FALSE,FALSE,274100,1745,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,279900,TRUE,FALSE,FALSE,USD,USA,227700,1742.4,sqft,1.66737E+12,"$20,000 (Nov 2)",-20000,,,
1884752,3001 W 108th St,55431,Bloomington,MN,44.808083,-93.31837,299900,1,2,1263,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,294000,1794,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,299900,TRUE,FALSE,FALSE,USD,USA,234300,0.27,acres,1.66859E+12,"$10,000 (Nov 16)",-10000,,,
1789852,9218 15th Ave S,55425,Bloomington,MN,44.836327,-93.254845,325000,2,4,1620,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,319100,2250,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,325000,TRUE,FALSE,FALSE,USD,USA,269000,8276.4,sqft,1.66833E+12,"$20,000 (Nov 13)",-20000,,,
1827382,9432 4th Ave S,55420,Bloomington,MN,44.83236,-93.271225,314900,1,3,1807,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,309000,1895,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,314900,TRUE,FALSE,FALSE,USD,USA,250600,0.26,acres,1.66859E+12,"$5,000 (Nov 16)",-5000,,,
1789885,1212 E 94th St,55425,Bloomington,MN,44.83378,-93.257164,349900,3,4,2002,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,343400,2075,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,349900,TRUE,FALSE,FALSE,USD,USA,270900,0.26,acres,,,,,,
1716308,1001 80 1/2 St W,55420,Bloomington,MN,44.85725,-93.292625,319900,2,3,1835,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,313300,2199,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,319900,TRUE,FALSE,FALSE,USD,USA,234100,10018.8,sqft,1.6685E+12,"$5,000 (Nov 15)",-5000,,,
1846553,3008 W 102nd St,55431,Bloomington,MN,44.819466,-93.31823,324600,2,4,1232,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,317900,1963,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,324600,TRUE,FALSE,FALSE,USD,USA,298500,0.28,acres,1.6685E+12,"$13,400 (Nov 15)",-13400,,,
1710142,8212 4th Ave S,55420,Bloomington,MN,44.854557,-93.27113,299000,2,4,2532,SINGLE_FAMILY,FOR_SALE,-1,FALSE,FALSE,292200,2681,{'is_FSBA': True},FALSE,FALSE,FOR_SALE,299000,TRUE,FALSE,FALSE,USD,USA,262300,10454.4,sqft,1.66789E+12,"$20,000 (Nov 8)",-20000,,,
