,zpid,streetAddress,zipcode,city,state,latitude,longitude,price,datePriceChanged,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,priceReduction,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,priceChange,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,videoCount,unit,newConstructionType,providerListingID,openHouse,open_house_info
144,2071501545,9960 Ambrose Alco,55129,Woodbury,MN,,,599900,1650000000000.0,2.0,2.0,1592.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,599900,9000.0,True,False,False,USD,USA,,0.36,acres,,,BUILDER_SPEC,,,
145,2060825940,10232 Arrowwood Path,55129,Woodbury,MN,,,599900,1670000000000.0,3.0,3.0,2758.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,"{'is_newHome': True, 'is_openHouse': True}","$17,000 (Nov 23)",False,False,FOR_SALE,599900,-17000.0,True,False,False,USD,USA,,0.21,sqft,,,BUILDER_SPEC,,Sat. 12-2pm,"{'open_house_showing': [{'open_house_start': 1670097600000, 'open_house_end': 1670104800000}, {'open_house_start': 1670184000000, 'open_house_end': 1670191200000}, {'open_house_start': 1670702400000, 'open_house_end': 1670709600000}, {'open_house_start': 1670788800000, 'open_house_end': 1670796000000}, {'open_house_start': 1671307200000, 'open_house_end': 1671314400000}, {'open_house_start': 1671393600000, 'open_house_end': 1671400800000}, {'open_house_start': 1671912000000, 'open_house_end': 1671919200000}, {'open_house_start': 1671998400000, 'open_house_end': 1672005600000}, {'open_house_start': 1672516800000, 'open_house_end': 1672524000000}, {'open_house_start': 1672603200000, 'open_house_end': 1672610400000}, {'open_house_start': 1673121600000, 'open_house_end': 1673128800000}, {'open_house_start': 1673208000000, 'open_house_end': 1673215200000}, {'open_house_start': 1673726400000, 'open_house_end': 1673733600000}, {'open_house_start': 1673812800000, 'open_house_end': 1673820000000}, {'open_house_start': 1674331200000, 'open_house_end': 1674338400000}, {'open_house_start': 1674417600000, 'open_house_end': 1674424800000}, {'open_house_start': 1674936000000, 'open_house_end': 1674943200000}, {'open_house_start': 1675022400000, 'open_house_end': 1675029600000}]}"
146,2067876995,7690 Oak Hill Rd,55129,Woodbury,MN,,,599990,1670000000000.0,2.0,2.0,1785.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,3598.0,"{'is_newHome': True, 'is_openHouse': True}","$75,094 (Nov 5)",False,False,FOR_SALE,599990,-75094.0,True,False,False,USD,USA,,8276.4,sqft,,,BUILDER_SPEC,,Mon. 11am-6pm,"{'open_house_showing': [{'open_house_start': 1669662000000, 'open_house_end': 1669687200000}, {'open_house_start': 1669921200000, 'open_house_end': 1669946400000}, {'open_house_start': 1670007600000, 'open_house_end': 1670032800000}, {'open_house_start': 1670094000000, 'open_house_end': 1670119200000}, {'open_house_start': 1670180400000, 'open_house_end': 1670205600000}, {'open_house_start': 1670266800000, 'open_house_end': 1670292000000}, {'open_house_start': 1670526000000, 'open_house_end': 1670551200000}, {'open_house_start': 1670612400000, 'open_house_end': 1670637600000}, {'open_house_start': 1670698800000, 'open_house_end': 1670724000000}, {'open_house_start': 1670785200000, 'open_house_end': 1670810400000}, {'open_house_start': 1670871600000, 'open_house_end': 1670896800000}, {'open_house_start': 1671130800000, 'open_house_end': 1671156000000}, {'open_house_start': 1671217200000, 'open_house_end': 1671242400000}, {'open_house_start': 1671303600000, 'open_house_end': 1671328800000}, {'open_house_start': 1671390000000, 'open_house_end': 1671415200000}, {'open_house_start': 1671476400000, 'open_house_end': 1671501600000}, {'open_house_start': 1671735600000, 'open_house_end': 1671760800000}, {'open_house_start': 1671822000000, 'open_house_end': 1671847200000}, {'open_house_start': 1672081200000, 'open_house_end': 1672106400000}, {'open_house_start': 1672340400000, 'open_house_end': 1672365600000}, {'open_house_start': 1672426800000, 'open_house_end': 1672452000000}]}"
147,2060828747,10331 McGregor Blvd,55129,Woodbury,MN,44.88138,-92.898026,605295,,3.0,3.0,2390.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,605295,,True,True,False,USD,USA,,0.27,acres,,,BUILDER_SPEC,29757284.0,,
148,101675707,1355 Whistler Point Rd,55129,Woodbury,MN,44.930065,-92.884636,625000,1670000000000.0,4.0,5.0,3983.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_FSBA': True},"$25,000 (Nov 2)",False,False,FOR_SALE,625000,-25000.0,True,False,False,USD,USA,510600.0,0.34,acres,,,,,,
149,119334056,11521 Wagon Wheel Way,55129,Woodbury,MN,44.89523,-92.87286,625000,,4.0,4.0,3601.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_FSBA': True},,False,False,FOR_SALE,625000,,True,False,False,USD,USA,473400.0,9147.6,sqft,,,,,,
150,2062980028,800 Spancil Hill Dr,55129,Woodbury,MN,44.937645,-92.87758,644165,1670000000000.0,3.0,4.0,2680.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,644165,4000.0,True,True,False,USD,USA,,8276.4,sqft,,,BUILDER_SPEC,29374346.0,,
151,2067702924,Arrowwood Path,55129,Woodbury,MN,44.880745,-92.91031,649900,1670000000000.0,3.0,4.0,2196.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,3396.0,{'is_newHome': True},,False,False,FOR_SALE,649900,22000.0,True,False,False,USD,USA,,0.21,sqft,,,BUILDER_SPEC,,,
152,2066678536,8314 Yearling Dr,55129,Woodbury,MN,44.88094,-92.93947,649990,1670000000000.0,4.0,5.0,2786.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},"$47,000 (Nov 4)",False,False,FOR_SALE,649990,-47000.0,True,True,False,USD,USA,,8276.4,sqft,,,BUILDER_SPEC,28658130.0,,
153,2069523384,968 Spancil Hill Dr,55129,Woodbury,MN,,,652990,1650000000000.0,3.0,4.0,2680.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,652990,-2000.0,True,False,False,USD,USA,,0.29,acres,,,BUILDER_SPEC,,,
154,101661534,1659 Headwaters Ln,55129,Woodbury,MN,44.92471,-92.87589,654900,,4.0,6.0,4119.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_FSBA': True},,False,False,FOR_SALE,654900,,True,False,False,USD,USA,541800.0,0.38,acres,,,,,,
155,240363292,4853 Sunflower Bay,55129,Woodbury,MN,44.87978,-92.91898,664000,1660000000000.0,2.0,2.0,1595.0,TOWNHOUSE,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,664000,26000.0,True,False,False,USD,USA,200000.0,9583.2,sqft,,,NEW_CONSTRUCTION_TYPE_OTHER,,,
156,2063187280,10226 Arrowwood Trl,55129,Woodbury,MN,44.880074,-92.895645,664900,1670000000000.0,4.0,5.0,2995.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,"{'is_newHome': True, 'is_openHouse': True}","$10,000 (Oct 27)",False,False,FOR_SALE,664900,-10000.0,True,False,False,USD,USA,,0.23,sqft,,,BUILDER_SPEC,,Fri. 12-2pm,"{'open_house_showing': [{'open_house_start': 1670011200000, 'open_house_end': 1670018400000}, {'open_house_start': 1670097600000, 'open_house_end': 1670104800000}, {'open_house_start': 1670184000000, 'open_house_end': 1670191200000}, {'open_house_start': 1670616000000, 'open_house_end': 1670623200000}, {'open_house_start': 1670702400000, 'open_house_end': 1670709600000}, {'open_house_start': 1670788800000, 'open_house_end': 1670796000000}, {'open_house_start': 1671220800000, 'open_house_end': 1671228000000}, {'open_house_start': 1671307200000, 'open_house_end': 1671314400000}, {'open_house_start': 1671393600000, 'open_house_end': 1671400800000}, {'open_house_start': 1671825600000, 'open_house_end': 1671832800000}, {'open_house_start': 1671912000000, 'open_house_end': 1671919200000}, {'open_house_start': 1671998400000, 'open_house_end': 1672005600000}, {'open_house_start': 1672430400000, 'open_house_end': 1672437600000}, {'open_house_start': 1672516800000, 'open_house_end': 1672524000000}, {'open_house_start': 1672603200000, 'open_house_end': 1672610400000}, {'open_house_start': 1673035200000, 'open_house_end': 1673042400000}, {'open_house_start': 1673121600000, 'open_house_end': 1673128800000}, {'open_house_start': 1673208000000, 'open_house_end': 1673215200000}, {'open_house_start': 1673640000000, 'open_house_end': 1673647200000}, {'open_house_start': 1673726400000, 'open_house_end': 1673733600000}, {'open_house_start': 1673812800000, 'open_house_end': 1673820000000}, {'open_house_start': 1674244800000, 'open_house_end': 1674252000000}, {'open_house_start': 1674331200000, 'open_house_end': 1674338400000}, {'open_house_start': 1674417600000, 'open_house_end': 1674424800000}, {'open_house_start': 1674849600000, 'open_house_end': 1674856800000}, {'open_house_start': 1674936000000, 'open_house_end': 1674943200000}, {'open_house_start': 1675022400000, 'open_house_end': 1675029600000}, {'open_house_start': 1675454400000, 'open_house_end': 1675461600000}, {'open_house_start': 1675540800000, 'open_house_end': 1675548000000}, {'open_house_start': 1675627200000, 'open_house_end': 1675634400000}, {'open_house_start': 1676059200000, 'open_house_end': 1676066400000}, {'open_house_start': 1676145600000, 'open_house_end': 1676152800000}, {'open_house_start': 1676232000000, 'open_house_end': 1676239200000}, {'open_house_start': 1676664000000, 'open_house_end': 1676671200000}, {'open_house_start': 1676750400000, 'open_house_end': 1676757600000}, {'open_house_start': 1676836800000, 'open_house_end': 1676844000000}, {'open_house_start': 1677268800000, 'open_house_end': 1677276000000}, {'open_house_start': 1677355200000, 'open_house_end': 1677362400000}, {'open_house_start': 1677441600000, 'open_house_end': 1677448800000}]}"
157,2068372230,8315 Yearling Trl,55129,Woodbury,MN,44.881443,-92.93936,674990,1670000000000.0,3.0,4.0,2682.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,"{'is_newHome': True, 'is_openHouse': True}",,False,False,FOR_SALE,674990,35000.0,True,True,False,USD,USA,,7840.8,sqft,,,BUILDER_SPEC,28658130.0,Sat. 11:30am-3pm,"{'open_house_showing': [{'open_house_start': 1670095800000, 'open_house_end': 1670108400000}, {'open_house_start': 1670182200000, 'open_house_end': 1670194800000}, {'open_house_start': 1670700600000, 'open_house_end': 1670713200000}, {'open_house_start': 1670787000000, 'open_house_end': 1670799600000}, {'open_house_start': 1671305400000, 'open_house_end': 1671318000000}, {'open_house_start': 1671391800000, 'open_house_end': 1671404400000}, {'open_house_start': 1671910200000, 'open_house_end': 1671922800000}, {'open_house_start': 1671996600000, 'open_house_end': 1672009200000}, {'open_house_start': 1672515000000, 'open_house_end': 1672527600000}, {'open_house_start': 1672601400000, 'open_house_end': 1672614000000}, {'open_house_start': 1673119800000, 'open_house_end': 1673132400000}, {'open_house_start': 1673206200000, 'open_house_end': 1673218800000}, {'open_house_start': 1673724600000, 'open_house_end': 1673737200000}]}"
158,2066880846,4173 Gable Ct,55129,Woodbury,MN,,,679900,1670000000000.0,3.0,3.0,3163.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},"$20,000 (Oct 28)",False,False,FOR_SALE,679900,-20000.0,True,False,False,USD,USA,,9583.2,sqft,,,BUILDER_SPEC,,,
159,2060623224,772 Spancil Hill Dr,55129,Woodbury,MN,44.938526,-92.87802,684365,,4.0,4.0,3280.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,684365,,True,False,False,USD,USA,,8712.0,sqft,,,BUILDER_SPEC,,,
160,2061249686,5026 Airlake Draw,55125,Woodbury,MN,,,699000,1670000000000.0,3.0,4.0,2436.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,699000,50000.0,True,False,False,USD,USA,,8712.0,sqft,,,BUILDER_SPEC,,,
161,240363398,5282 Porchlight Vw,55129,Woodbury,MN,44.871162,-92.909386,699900,1650000000000.0,4.0,5.0,3357.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,3772.0,{'is_newHome': True},,False,False,FOR_SALE,699900,-59268.0,True,False,False,USD,USA,135000.0,8712.0,sqft,,,BUILDER_SPEC,,,
162,2271040,6635 Orchard Ridge Trl,55129,Woodbury,MN,44.86241,-92.97018,699900,,4.0,4.0,3113.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_FSBA': True},,False,False,FOR_SALE,699900,,True,False,False,USD,USA,459500.0,5.4,acres,,,,,,
163,2060892084,10274 Arrowwood Path,55129,Woodbury,MN,44.880074,-92.895645,699900,,4.0,5.0,3120.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,699900,,True,False,False,USD,USA,,9147.6,sqft,,,BUILDER_SPEC,,,
164,2066523873,4177 Gable Ln,55129,Woodbury,MN,,,699900,1660000000000.0,3.0,3.0,3314.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},"$20,000 (Sep 24)",False,False,FOR_SALE,699900,-20000.0,True,False,False,USD,USA,,8712.0,sqft,,,BUILDER_SPEC,,,
165,2067091699,786 Spancil Hill Dr,55129,Woodbury,MN,44.937706,-92.87753,708880,1670000000000.0,4.0,4.0,3328.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},"$4,000 (Nov 12)",False,False,FOR_SALE,708880,-4000.0,True,True,False,USD,USA,,8276.4,sqft,,,BUILDER_SPEC,29374346.0,,
166,2068875426,4053 Salem Dr W,55129,Woodbury,MN,44.888973,-92.91441,725000,1670000000000.0,3.0,3.0,3725.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_FSBA': True},"$24,900 (Nov 12)",False,False,FOR_SALE,725000,-24900.0,True,False,False,USD,USA,,3.0,acres,,,,,,
167,2065574075,4785 Stable View Dr,55129,Woodbury,MN,44.87958,-92.93951,735605,,4.0,4.0,3328.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,735605,,True,True,False,USD,USA,,7840.8,sqft,,,BUILDER_SPEC,10318119.0,,
168,316355836,4836 Sonoma Rd,55129,Woodbury,MN,44.879906,-92.903915,749900,1660000000000.0,4.0,4.0,3926.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},"$14,100 (Sep 29)",False,False,FOR_SALE,749900,-14100.0,True,False,False,USD,USA,114800.0,0.27,acres,,,BUILDER_SPEC,,,
169,2061249834,5028 Airlake Draw,55125,Woodbury,MN,,,759000,1670000000000.0,4.0,4.0,2860.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,759000,60000.0,True,False,False,USD,USA,,0.5,acres,,,BUILDER_SPEC,,,
170,240363396,5286 Porchlight Vw,55129,Woodbury,MN,44.87116,-92.90989,759900,1670000000000.0,4.0,5.0,3884.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,4423.0,"{'is_newHome': True, 'is_openHouse': True}","$15,000 (Nov 19)",False,False,FOR_SALE,759900,-15000.0,True,False,False,USD,USA,135000.0,8276.4,sqft,,,BUILDER_SPEC,,Sat. 12-4pm,"{'open_house_showing': [{'open_house_start': 1670097600000, 'open_house_end': 1670112000000}, {'open_house_start': 1671912000000, 'open_house_end': 1671926400000}, {'open_house_start': 1671998400000, 'open_house_end': 1672012800000}, {'open_house_start': 1672516800000, 'open_house_end': 1672531200000}]}"
171,2063243860,8365 Yearling Trl,55129,Woodbury,MN,44.881588,-92.93588,774990,1670000000000.0,4.0,4.0,4826.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,"{'is_newHome': True, 'is_openHouse': True}","$40,505 (Nov 16)",False,False,FOR_SALE,774990,-40505.0,True,True,False,USD,USA,,7840.8,sqft,,,BUILDER_SPEC,28658130.0,Sat. 11:30am-3pm,"{'open_house_showing': [{'open_house_start': 1670095800000, 'open_house_end': 1670108400000}, {'open_house_start': 1670182200000, 'open_house_end': 1670194800000}, {'open_house_start': 1670700600000, 'open_house_end': 1670713200000}, {'open_house_start': 1670787000000, 'open_house_end': 1670799600000}, {'open_house_start': 1671305400000, 'open_house_end': 1671318000000}, {'open_house_start': 1671391800000, 'open_house_end': 1671404400000}, {'open_house_start': 1671910200000, 'open_house_end': 1671922800000}, {'open_house_start': 1671996600000, 'open_house_end': 1672009200000}, {'open_house_start': 1672515000000, 'open_house_end': 1672527600000}, {'open_house_start': 1672601400000, 'open_house_end': 1672614000000}, {'open_house_start': 1673119800000, 'open_house_end': 1673132400000}, {'open_house_start': 1673206200000, 'open_house_end': 1673218800000}, {'open_house_start': 1673724600000, 'open_house_end': 1673737200000}]}"
172,2060884752,10291 Duval Rd,55129,Woodbury,MN,,,780000,,3.0,4.0,3290.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,780000,,True,False,False,USD,USA,,10454.4,sqft,,,BUILDER_SPEC,,,
173,240362751,4895 Sunflower Bay,55129,Woodbury,MN,44.879253,-92.9193,788000,1660000000000.0,3.0,3.0,2677.0,TOWNHOUSE,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,788000,31000.0,True,False,False,USD,USA,200000.0,0.3,acres,,,NEW_CONSTRUCTION_TYPE_OTHER,,,
174,2063070467,4145 Gable Ct,55129,Woodbury,MN,,,799900,1670000000000.0,3.0,4.0,3320.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},"$50,000 (Oct 28)",False,False,FOR_SALE,799900,-50000.0,True,False,False,USD,USA,,10454.4,sqft,,,BUILDER_SPEC,,,
175,2067013720,9615 Iron Horse Rd,55129,Woodbury,MN,,,875000,1670000000000.0,5.0,5.0,4037.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,875000,25000.0,True,False,False,USD,USA,,0.25,acres,,,BUILDER_SPEC,,,
176,2075206381,10261 Arrowwood Trl,55129,Woodbury,MN,,,899900,1650000000000.0,5.0,5.0,3821.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,4967.0,{'is_newHome': True},,False,False,FOR_SALE,899900,50000.0,True,False,False,USD,USA,,0.3,sqft,,,BUILDER_SPEC,,,
177,2065401715,4090 Arbor Dr,55110,Woodbury,MN,44.889664,-92.9584,929900,1670000000000.0,5.0,6.0,4665.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,5097.0,"{'is_newHome': True, 'is_openHouse': True}","$20,000 (Oct 20)",False,False,FOR_SALE,929900,-20000.0,True,False,False,USD,USA,,9583.2,sqft,,,BUILDER_SPEC,,Thu. 12:30-4:30pm,"{'open_house_showing': [{'open_house_start': 1669926600000, 'open_house_end': 1669941000000}, {'open_house_start': 1670013000000, 'open_house_end': 1670027400000}, {'open_house_start': 1670099400000, 'open_house_end': 1670113800000}, {'open_house_start': 1670185800000, 'open_house_end': 1670200200000}, {'open_house_start': 1670531400000, 'open_house_end': 1670545800000}, {'open_house_start': 1670617800000, 'open_house_end': 1670632200000}, {'open_house_start': 1670704200000, 'open_house_end': 1670718600000}, {'open_house_start': 1670790600000, 'open_house_end': 1670805000000}, {'open_house_start': 1671136200000, 'open_house_end': 1671150600000}, {'open_house_start': 1671222600000, 'open_house_end': 1671237000000}, {'open_house_start': 1671309000000, 'open_house_end': 1671323400000}, {'open_house_start': 1671395400000, 'open_house_end': 1671409800000}, {'open_house_start': 1671741000000, 'open_house_end': 1671755400000}, {'open_house_start': 1671827400000, 'open_house_end': 1671841800000}, {'open_house_start': 1671913800000, 'open_house_end': 1671928200000}, {'open_house_start': 1672000200000, 'open_house_end': 1672014600000}, {'open_house_start': 1672345800000, 'open_house_end': 1672360200000}, {'open_house_start': 1672432200000, 'open_house_end': 1672446600000}]}"
178,2064310679,9575 Iron Horse Rd,55129,Woodbury,MN,,,949000,1670000000000.0,5.0,5.0,3953.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,"{'is_newHome': True, 'is_openHouse': True}",,False,False,FOR_SALE,949000,34000.0,True,False,False,USD,USA,,0.25,acres,,,BUILDER_SPEC,,Sat. 12-4pm,"{'open_house_showing': [{'open_house_start': 1670097600000, 'open_house_end': 1670112000000}, {'open_house_start': 1670184000000, 'open_house_end': 1670198400000}, {'open_house_start': 1670702400000, 'open_house_end': 1670716800000}, {'open_house_start': 1670788800000, 'open_house_end': 1670803200000}, {'open_house_start': 1671307200000, 'open_house_end': 1671321600000}, {'open_house_start': 1671393600000, 'open_house_end': 1671408000000}]}"
179,2061613449,9579 Iron Horse Rd,55129,Woodbury,MN,44.88011,-92.911,959000,1670000000000.0,5.0,5.0,4167.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,959000,20000.0,True,False,False,USD,USA,,10800.0,sqft,,,BUILDER_SPEC,,,
180,2061215438,9584 Iron Horse Rd,55129,Woodbury,MN,,,969000,1670000000000.0,4.0,4.0,3226.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,969000,720000.0,True,False,False,USD,USA,,0.25,acres,,,BUILDER_SPEC,,,
181,2067333972,4226 Gable Ln,55129,WOODBURY,MN,44.88779,-92.957504,981304,1640000000000.0,5.0,4.0,4580.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,981304,11099.0,True,False,False,USD,USA,,0.32,acres,,,BUILDER_SPEC,,,
182,2060671793,9619 Iron Horse Rd,55129,Woodbury,MN,44.88011,-92.911,1125000,,5.0,5.0,5156.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,1125000,,True,False,False,USD,USA,,0.4,acres,,,BUILDER_SPEC,,,
183,2061215520,9600 Iron Horse Rd,55129,Woodbury,MN,44.880814,-92.91145,1130000,1670000000000.0,5.0,5.0,4808.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_newHome': True},,False,False,FOR_SALE,1130000,881000.0,True,False,False,USD,USA,,0.25,acres,,,BUILDER_SPEC,,,
184,124233993,6781 Bailey Rd,55129,Woodbury,MN,44.889374,-92.96913,1175000,1660000000000.0,3.0,5.0,2406.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,,,{'is_FSBA': True},,False,False,FOR_SALE,1175000,-225000.0,True,False,False,USD,USA,419500.0,9.7,acres,,,,,,
185,2067257730,678X Bailey Rd,55129,Woodbury,MN,,,1400000,,,,,LOT,FOR_SALE,-1,False,False,,,{'is_FSBA': True},,False,False,FOR_SALE,1400000,,True,False,False,USD,USA,,9.69,acres,,,,,,
186,2209746,705 Settlers Ridge Pkwy,55129,Woodbury,MN,44.938564,-92.88219,10800000,,,,,LOT,FOR_SALE,-1,False,False,,,{'is_FSBA': True},,False,False,FOR_SALE,10800000,,True,False,False,USD,USA,451000.0,7.86,acres,,,,,,
0,1761077,4529 Chowen Ave S,55410,Minneapolis,MN,44.920357,-93.32508,435000,,1.0,1.0,632.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1599900.0,8019.0,{'is_FSBA': True},,False,False,FOR_SALE,435000,,True,False,False,USD,USA,334000.0,7405.2,sqft,,,,,,
1,1839202,2325 James Ave N,55411,Minneapolis,MN,45.00291,-93.304085,50000,,2.0,4.0,1550.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,183400.0,1999.0,{'is_FSBA': True},,False,False,FOR_SALE,50000,,True,False,False,USD,USA,92000.0,5662.8,sqft,,,,,,
2,1991133,3523 Cedar Lake Ave,55416,Minneapolis,MN,44.95317,-93.32407,995000,1668070000000.0,2.0,3.0,2921.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1095000.0,5488.0,{'is_FSBA': True},"$100,000 (Nov 10)",False,False,FOR_SALE,995000,-100000.0,True,False,False,USD,USA,808000.0,0.15,sqft,,,,,,
3,82640511,100 3rd Ave S UNIT 1704,55401,Minneapolis,MN,44.981926,-93.26265,449900,,2.0,2.0,1202.0,CONDO,FOR_SALE,-1,False,False,542900.0,2333.0,{'is_bankOwned': True},,False,False,FOR_SALE,449900,,True,False,False,USD,USA,599000.0,0.94,acres,,Unit 1704,,,,
4,2009543,2325 Pleasant Ave,55404,Minneapolis,MN,44.9593,-93.282555,699000,1669020000000.0,5.0,12.0,4824.0,MULTI_FAMILY,FOR_SALE,-1,False,False,785800.0,3940.0,{'is_FSBA': True},"$96,000 (Nov 21)",False,False,FOR_SALE,699000,-96000.0,True,False,False,USD,USA,842000.0,7840.8,sqft,,,,,,
5,1976914,3613 26th St E,55406,Minneapolis,MN,44.955303,-93.21972,374900,1668590000000.0,2.0,4.0,1728.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,452600.0,2100.0,{'is_FSBA': True},"$25,000 (Nov 16)",False,False,FOR_SALE,374900,-25000.0,True,False,False,USD,USA,365000.0,4791.6,sqft,,,,,,
6,1718892,4322 Girard Ave N,55412,Minneapolis,MN,45.034027,-93.296684,169900,1668240000000.0,2.0,4.0,1948.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,241200.0,2232.0,{'is_FSBA': True},"$20,000 (Nov 12)",False,False,FOR_SALE,169900,-20000.0,True,False,False,USD,USA,191000.0,0.12,sqft,,,,,,
7,1821319,1414 4th St NE,55413,Minneapolis,MN,45.002506,-93.26201,169900,1669620000000.0,2.0,2.0,1709.0,MULTI_FAMILY,FOR_SALE,-1,False,False,229000.0,1800.0,{'is_FSBA': True},"$30,000 (Nov 28)",False,False,FOR_SALE,169900,-30000.0,True,False,False,USD,USA,239000.0,8276.4,sqft,,,,,,
8,1782250,4203 Blaisdell Ave,55409,Minneapolis,MN,44.926605,-93.27886,374900,1668760000000.0,2.0,3.0,1806.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,431700.0,2100.0,{'is_FSBA': True},"$18,000 (Nov 18)",False,False,FOR_SALE,374900,-18000.0,True,False,False,USD,USA,347000.0,5227.2,sqft,,,,,,
9,1848941,5045 Thomas Ave S,55410,Minneapolis,MN,44.91106,-93.31341,499900,1669540000000.0,2.0,4.0,1698.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,551000.0,2295.0,"{'is_openHouse': True, 'is_FSBA': True}","$25,000 (Nov 27)",False,False,FOR_SALE,499900,-25000.0,True,False,False,USD,USA,431000.0,5227.2,sqft,,,,,Sat. 10:30am-12:30pm,"{'open_house_showing': [{'open_house_start': 1670092200000, 'open_house_end': 1670099400000}]}"
10,2009545,2321 Pleasant Ave,55404,Minneapolis,MN,44.95944,-93.282555,599000,1669020000000.0,3.0,8.0,4264.0,MULTI_FAMILY,FOR_SALE,-1,False,False,650000.0,4500.0,{'is_FSBA': True},"$51,000 (Nov 21)",False,False,FOR_SALE,599000,-51000.0,True,False,False,USD,USA,567000.0,6969.6,sqft,,,,,,
11,1847160,4846 Thomas Ave S,55410,Minneapolis,MN,44.914684,-93.31415,1125000,1663400000000.0,2.0,5.0,3709.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,1174100.0,5853.0,{'is_FSBA': True},"$50,000 (Sep 17)",False,False,FOR_SALE,1125000,-50000.0,True,False,False,USD,USA,1010500.0,9147.6,sqft,,,,,,
12,1991115,2713 France Ave S,55416,Minneapolis,MN,44.95311,-93.32838,599900,1666850000000.0,3.0,4.0,2410.0,SINGLE_FAMILY,FOR_SALE,-1,False,False,640800.0,2796.0,{'is_FSBA': True},"$50,000 (Oct 27)",False,False,FOR_SALE,599900,-50000.0,True,False,False,USD,USA,568000.0,6534.0,sqft,,,,,,
